,agent,time,event,next_position,travel_time,moving,waiting,task,position,picked_up_item,locked_item
1562,140215394819904,940.3797880081088,moving_start,140215394819088.0,1.0,1,0,1,,,140215394621760.0
1563,140215394946928,940.3797880081088,end_of_main_process,,,0,0,0,140215394819088.0,,
1564,140215394819904,941.3797880081088,moving_end,,,0,0,1,140215394819088.0,,140215394621760.0
1565,140215394819904,941.3797880081088,pick_up_start,,,0,0,1,140215394819088.0,,140215394621760.0
1566,140215394819904,941.4797880081088,pick_up_end,,,0,0,1,140215394819088.0,140215394621760.0,140215394621760.0
1567,140215394819904,941.4797880081088,moving_start,140215394843328.0,0.6666666666666666,1,0,1,,140215394621760.0,140215394621760.0
1568,140215394819904,942.1464546747754,moving_end,,,0,0,1,140215394843328.0,140215394621760.0,140215394621760.0
1569,140215394819904,942.1464546747754,store_item_start,,,0,0,1,140215394843328.0,140215394621760.0,140215394621760.0
1570,140215394819904,942.2464546747755,store_item_end,,,0,0,1,140215394843328.0,,140215394621760.0
1571,140215394819904,942.2464546747755,end_of_main_process,,,0,0,0,140215394843328.0,,
1572,140215394819904,944.8374102912684,start_task,,,0,0,1,140215394843328.0,,
1573,140215394819904,944.8374102912684,moving_start,140215394843712.0,0.3333333333333333,1,0,1,,,140215394622912.0
1574,140215394819904,945.1707436246018,moving_end,,,0,0,1,140215394843712.0,,140215394622912.0
1575,140215394819904,945.1707436246018,pick_up_start,,,0,0,1,140215394843712.0,,140215394622912.0
1576,140215394819904,945.2707436246018,pick_up_end,,,0,0,1,140215394843712.0,140215394622912.0,140215394622912.0
1577,140215394819904,945.2707436246018,moving_start,140215394818800.0,1.0,1,0,1,,140215394622912.0,140215394622912.0
1578,140215394819904,946.2707436246018,moving_end,,,0,0,1,140215394818800.0,140215394622912.0,140215394622912.0
1579,140215394819904,946.2707436246018,store_item_start,,,0,0,1,140215394818800.0,140215394622912.0,140215394622912.0
1580,140215394819904,946.3707436246018,store_item_end,,,0,0,1,140215394818800.0,,140215394622912.0
1581,140215394946928,946.3707436246018,start_task,,,0,0,1,140215394819088.0,,
1582,140215394946928,946.3707436246018,moving_start,140215394818800.0,2.8666666666666667,1,0,1,,,140215394622912.0
1583,140215394819904,946.3707436246018,end_of_main_process,,,0,0,0,140215394818800.0,,
1584,140215394946928,949.2374102912685,moving_end,,,0,0,1,140215394818800.0,,140215394622912.0
1585,140215394946928,949.2374102912685,pick_up_start,,,0,0,1,140215394818800.0,,140215394622912.0
1586,140215394946928,949.3374102912685,pick_up_end,,,0,0,1,140215394818800.0,140215394622912.0,140215394622912.0
1587,140215394946928,949.3374102912685,moving_start,140215394945968.0,0.5,1,0,1,,140215394622912.0,140215394622912.0
1588,140215394946928,949.8374102912685,moving_end,,,0,0,1,140215394945968.0,140215394622912.0,140215394622912.0
1589,140215394946928,949.8374102912685,store_item_start,,,0,0,1,140215394945968.0,140215394622912.0,140215394622912.0
1590,140215394946928,949.9374102912685,store_item_end,,,0,0,1,140215394945968.0,,140215394622912.0
1591,140215394946928,949.9374102912685,end_of_main_process,,,0,0,0,140215394945968.0,,
1592,140215394819904,961.2266664708533,start_task,,,0,0,1,140215394818800.0,,
1593,140215394840928,961.2266664708533,start_task,,,0,0,1,140215394843712.0,,
1594,140215394819904,961.2266664708533,moving_start,140215394843712.0,1.0,1,0,1,,,140215394944624.0
1595,140215394840928,961.2266664708533,moving_start,140215394944768.0,1.3333333333333333,1,0,1,,,140215394993152.0
1596,140215394819904,962.2266664708533,moving_end,,,0,0,1,140215394843712.0,,140215394944624.0
1597,140215394819904,962.2266664708533,pick_up_start,,,0,0,1,140215394843712.0,,140215394944624.0
1598,140215394819904,962.3266664708533,pick_up_end,,,0,0,1,140215394843712.0,140215394944624.0,140215394944624.0
1599,140215394819904,962.3266664708533,moving_start,140215394818800.0,1.0,1,0,1,,140215394944624.0,140215394944624.0
1600,140215394840928,962.5599998041866,moving_end,,,0,0,1,140215394944768.0,,140215394993152.0
1601,140215394840928,962.5599998041866,pick_up_start,,,0,0,1,140215394944768.0,,140215394993152.0
1602,140215394840928,962.6599998041867,pick_up_end,,,0,0,1,140215394944768.0,140215394993152.0,140215394993152.0
1603,140215394840928,962.6599998041867,moving_start,140215394843712.0,1.3333333333333333,1,0,1,,140215394993152.0,140215394993152.0
1604,140215394819904,963.3266664708533,moving_end,,,0,0,1,140215394818800.0,140215394944624.0,140215394944624.0
1605,140215394819904,963.3266664708533,store_item_start,,,0,0,1,140215394818800.0,140215394944624.0,140215394944624.0
1606,140215394819904,963.4266664708533,store_item_end,,,0,0,1,140215394818800.0,,140215394944624.0
1607,140215394946928,963.4266664708533,start_task,,,0,0,1,140215394945968.0,,
1608,140215394946928,963.4266664708533,moving_start,140215394818800.0,0.5,1,0,1,,,140215394944624.0
1609,140215394819904,963.4266664708533,end_of_main_process,,,0,0,0,140215394818800.0,,
1610,140215394946928,963.9266664708533,moving_end,,,0,0,1,140215394818800.0,,140215394944624.0
1611,140215394946928,963.9266664708533,pick_up_start,,,0,0,1,140215394818800.0,,140215394944624.0
1612,140215394840928,963.99333313752,moving_end,,,0,0,1,140215394843712.0,140215394993152.0,140215394993152.0
1613,140215394840928,963.99333313752,store_item_start,,,0,0,1,140215394843712.0,140215394993152.0,140215394993152.0
1614,140215394946928,964.0266664708533,pick_up_end,,,0,0,1,140215394818800.0,140215394944624.0,140215394944624.0
1615,140215394946928,964.0266664708533,moving_start,140215394945968.0,0.5,1,0,1,,140215394944624.0,140215394944624.0
1616,140215394840928,964.0933331375201,store_item_end,,,0,0,1,140215394843712.0,,140215394993152.0
1617,140215394840928,964.0933331375201,end_of_main_process,,,0,0,0,140215394843712.0,,
1618,140215394946928,964.5266664708533,moving_end,,,0,0,1,140215394945968.0,140215394944624.0,140215394944624.0
1619,140215394946928,964.5266664708533,store_item_start,,,0,0,1,140215394945968.0,140215394944624.0,140215394944624.0
1620,140215394946928,964.6266664708534,store_item_end,,,0,0,1,140215394945968.0,,140215394944624.0
1621,140215394946928,964.6266664708534,end_of_main_process,,,0,0,0,140215394945968.0,,
1622,140215394946928,970.9587393511188,start_task,,,0,0,1,140215394945968.0,,
1623,140215394946928,970.9587393511188,moving_start,140215394819520.0,3.0666666666666664,1,0,1,,,140215394622240.0
1624,140215394819904,973.8160859501828,start_task,,,0,0,1,140215394818800.0,,
1625,140215394819904,973.8160859501828,moving_start,140215394843712.0,1.0,1,0,1,,,140215394993152.0
1626,140215394946928,974.0254060177855,moving_end,,,0,0,1,140215394819520.0,,140215394622240.0
1627,140215394946928,974.0254060177855,pick_up_start,,,0,0,1,140215394819520.0,,140215394622240.0
1628,140215394946928,974.1254060177855,pick_up_end,,,0,0,1,140215394819520.0,140215394622240.0,140215394622240.0
1629,140215394946928,974.1254060177855,moving_start,140215394819088.0,0.5,1,0,1,,140215394622240.0,140215394622240.0
1630,140215394946928,974.6254060177855,moving_end,,,0,0,1,140215394819088.0,140215394622240.0,140215394622240.0
1631,140215394946928,974.6254060177855,store_item_start,,,0,0,1,140215394819088.0,140215394622240.0,140215394622240.0
1632,140215394946928,974.7254060177855,store_item_end,,,0,0,1,140215394819088.0,,140215394622240.0
1633,140215394840928,974.7254060177855,start_task,,,0,0,1,140215394843712.0,,
1634,140215394841168,974.7254060177855,start_task,,,0,0,1,140215394944768.0,,
1635,140215394840928,974.7254060177855,moving_start,140215394819088.0,1.0,1,0,1,,,140215394622240.0
1636,140215394841168,974.7254060177855,moving_start,140215394843328.0,1.0,1,0,1,,,140215394621760.0
1637,140215394946928,974.7254060177855,end_of_main_process,,,0,0,0,140215394819088.0,,
1638,140215394819904,974.8160859501828,moving_end,,,0,0,1,140215394843712.0,,140215394993152.0
1639,140215394819904,974.8160859501828,pick_up_start,,,0,0,1,140215394843712.0,,140215394993152.0
1640,140215394819904,974.9160859501828,pick_up_end,,,0,0,1,140215394843712.0,140215394993152.0,140215394993152.0
1641,140215394819904,974.9160859501828,moving_start,140215394818800.0,1.0,1,0,1,,140215394993152.0,140215394993152.0
1642,140215394840928,975.7254060177855,moving_end,,,0,0,1,140215394819088.0,,140215394622240.0
1643,140215394841168,975.7254060177855,moving_end,,,0,0,1,140215394843328.0,,140215394621760.0
1644,140215394840928,975.7254060177855,pick_up_start,,,0,0,1,140215394819088.0,,140215394622240.0
1645,140215394841168,975.7254060177855,pick_up_start,,,0,0,1,140215394843328.0,,140215394621760.0
1646,140215394840928,975.8254060177856,pick_up_end,,,0,0,1,140215394819088.0,140215394622240.0,140215394622240.0
1647,140215394841168,975.8254060177856,pick_up_end,,,0,0,1,140215394843328.0,140215394621760.0,140215394621760.0
1648,140215394840928,975.8254060177856,moving_start,140215394843328.0,0.6666666666666666,1,0,1,,140215394622240.0,140215394622240.0
1649,140215394841168,975.8254060177856,moving_start,140215394844000.0,0.3333333333333333,1,0,1,,140215394621760.0,140215394621760.0
1650,140215394819904,975.9160859501828,moving_end,,,0,0,1,140215394818800.0,140215394993152.0,140215394993152.0
1651,140215394819904,975.9160859501828,store_item_start,,,0,0,1,140215394818800.0,140215394993152.0,140215394993152.0
1652,140215394819904,976.0160859501829,store_item_end,,,0,0,1,140215394818800.0,,140215394993152.0
1653,140215394946928,976.0160859501829,start_task,,,0,0,1,140215394819088.0,,
1654,140215394946928,976.0160859501829,moving_start,140215394818800.0,2.8666666666666667,1,0,1,,,140215394993152.0
1655,140215394819904,976.0160859501829,end_of_main_process,,,0,0,0,140215394818800.0,,
1656,140215394841168,976.1587393511189,moving_end,,,0,0,1,140215394844000.0,140215394621760.0,140215394621760.0
1657,140215394841168,976.1587393511189,store_item_start,,,0,0,1,140215394844000.0,140215394621760.0,140215394621760.0
1658,140215394841168,976.258739351119,store_item_end,,,0,0,1,140215394844000.0,,140215394621760.0
1659,140215394841168,976.258739351119,end_of_main_process,,,0,0,0,140215394844000.0,,
1660,140215394840928,976.4920726844522,moving_end,,,0,0,1,140215394843328.0,140215394622240.0,140215394622240.0
1661,140215394840928,976.4920726844522,store_item_start,,,0,0,1,140215394843328.0,140215394622240.0,140215394622240.0
1662,140215394840928,976.5920726844522,store_item_end,,,0,0,1,140215394843328.0,,140215394622240.0
1663,140215394840928,976.5920726844522,end_of_main_process,,,0,0,0,140215394843328.0,,
1664,140215394946928,978.8827526168495,moving_end,,,0,0,1,140215394818800.0,,140215394993152.0
1665,140215394946928,978.8827526168495,pick_up_start,,,0,0,1,140215394818800.0,,140215394993152.0
1666,140215394946928,978.9827526168496,pick_up_end,,,0,0,1,140215394818800.0,140215394993152.0,140215394993152.0
1667,140215394946928,978.9827526168496,moving_start,140215394945968.0,0.5,1,0,1,,140215394993152.0,140215394993152.0
1668,140215394946928,979.4827526168496,moving_end,,,0,0,1,140215394945968.0,140215394993152.0,140215394993152.0
1669,140215394946928,979.4827526168496,store_item_start,,,0,0,1,140215394945968.0,140215394993152.0,140215394993152.0
1670,140215394946928,979.5827526168496,store_item_end,,,0,0,1,140215394945968.0,,140215394993152.0
1671,140215394946928,979.5827526168496,end_of_main_process,,,0,0,0,140215394945968.0,,
1672,140215394819904,982.2816669442684,start_task,,,0,0,1,140215394818800.0,,
1673,140215394819904,982.2816669442684,moving_start,140215394844000.0,0.3333333333333333,1,0,1,,,140215394621760.0
1674,140215394840928,982.3328188526058,start_task,,,0,0,1,140215394843328.0,,
1675,140215394840928,982.3328188526058,pick_up_start,,,0,0,1,140215394843328.0,,140215394622240.0
1676,140215394840928,982.4328188526058,pick_up_end,,,0,0,1,140215394843328.0,140215394622240.0,140215394622240.0
1677,140215394840928,982.4328188526058,moving_start,140215394844000.0,0.3333333333333333,1,0,1,,140215394622240.0,140215394622240.0
1678,140215394819904,982.6150002776018,moving_end,,,0,0,1,140215394844000.0,,140215394621760.0
1679,140215394819904,982.6150002776018,pick_up_start,,,0,0,1,140215394844000.0,,140215394621760.0
1680,140215394819904,982.7150002776018,pick_up_end,,,0,0,1,140215394844000.0,140215394621760.0,140215394621760.0
1681,140215394819904,982.7150002776018,moving_start,140215394843328.0,0.3333333333333333,1,0,1,,140215394621760.0,140215394621760.0
1682,140215394840928,982.7661521859392,moving_end,,,0,0,1,140215394844000.0,140215394622240.0,140215394622240.0
1683,140215394840928,982.7661521859392,store_item_start,,,0,0,1,140215394844000.0,140215394622240.0,140215394622240.0
1684,140215394840928,982.8661521859392,store_item_end,,,0,0,1,140215394844000.0,,140215394622240.0
1685,140215394840928,982.8661521859392,end_of_main_process,,,0,0,0,140215394844000.0,,
1686,140215394819904,983.0483336109352,moving_end,,,0,0,1,140215394843328.0,140215394621760.0,140215394621760.0
1687,140215394819904,983.0483336109352,store_item_start,,,0,0,1,140215394843328.0,140215394621760.0,140215394621760.0
1688,140215394819904,983.1483336109352,store_item_end,,,0,0,1,140215394843328.0,,140215394621760.0
1689,140215394819904,983.1483336109352,end_of_main_process,,,0,0,0,140215394843328.0,,
1690,140215394946928,983.4562629491405,start_task,,,0,0,1,140215394945968.0,,
1691,140215394946928,983.4562629491405,moving_start,140215394819520.0,3.0666666666666664,1,0,1,,,140215395202384.0
1692,140215394946928,986.5229296158072,moving_end,,,0,0,1,140215394819520.0,,140215395202384.0
1693,140215394946928,986.5229296158072,pick_up_start,,,0,0,1,140215394819520.0,,140215395202384.0
1694,140215394946928,986.6229296158073,pick_up_end,,,0,0,1,140215394819520.0,140215395202384.0,140215395202384.0
1695,140215394946928,986.6229296158073,moving_start,140215394819088.0,0.5,1,0,1,,140215395202384.0,140215395202384.0
1696,140215394946928,987.1229296158073,moving_end,,,0,0,1,140215394819088.0,140215395202384.0,140215395202384.0
1697,140215394946928,987.1229296158073,store_item_start,,,0,0,1,140215394819088.0,140215395202384.0,140215395202384.0
1698,140215394946928,987.2229296158073,store_item_end,,,0,0,1,140215394819088.0,,140215395202384.0
1699,140215394819904,987.2229296158073,start_task,,,0,0,1,140215394843328.0,,
1700,140215394819904,987.2229296158073,moving_start,140215394819088.0,0.6666666666666666,1,0,1,,,140215395202384.0
1701,140215394946928,987.2229296158073,end_of_main_process,,,0,0,0,140215394819088.0,,
1702,140215394819904,987.8895962824739,moving_end,,,0,0,1,140215394819088.0,,140215395202384.0
1703,140215394819904,987.8895962824739,pick_up_start,,,0,0,1,140215394819088.0,,140215395202384.0
1704,140215394819904,987.9895962824739,pick_up_end,,,0,0,1,140215394819088.0,140215395202384.0,140215395202384.0
1705,140215394819904,987.9895962824739,moving_start,140215394843328.0,0.6666666666666666,1,0,1,,140215395202384.0,140215395202384.0
1706,140215394819904,988.6562629491406,moving_end,,,0,0,1,140215394843328.0,140215395202384.0,140215395202384.0
1707,140215394819904,988.6562629491406,store_item_start,,,0,0,1,140215394843328.0,140215395202384.0,140215395202384.0
1708,140215394819904,988.7562629491406,store_item_end,,,0,0,1,140215394843328.0,,140215395202384.0
1709,140215394819904,988.7562629491406,end_of_main_process,,,0,0,0,140215394843328.0,,
1710,140215394819904,989.1712612040847,start_task,,,0,0,1,140215394843328.0,,
1711,140215394819904,989.1712612040847,pick_up_start,,,0,0,1,140215394843328.0,,140215394621760.0
1712,140215394819904,989.2712612040847,pick_up_end,,,0,0,1,140215394843328.0,140215394621760.0,140215394621760.0
1713,140215394840928,989.2712612040847,start_task,,,0,0,1,140215394844000.0,,
1714,140215394840928,989.2712612040847,pick_up_start,,,0,0,1,140215394844000.0,,140215394622240.0
1715,140215394819904,989.2712612040847,moving_start,140215394818800.0,0.6666666666666666,1,0,1,,140215394621760.0,140215394621760.0
1716,140215394840928,989.3712612040847,pick_up_end,,,0,0,1,140215394844000.0,140215394622240.0,140215394622240.0
1717,140215394840928,989.3712612040847,moving_start,140215394843328.0,0.3333333333333333,1,0,1,,140215394622240.0,140215394622240.0
1718,140215394840928,989.7045945374181,moving_end,,,0,0,1,140215394843328.0,140215394622240.0,140215394622240.0
1719,140215394840928,989.7045945374181,store_item_start,,,0,0,1,140215394843328.0,140215394622240.0,140215394622240.0
1720,140215394840928,989.8045945374181,store_item_end,,,0,0,1,140215394843328.0,,140215394622240.0
1721,140215394840928,989.8045945374181,end_of_main_process,,,0,0,0,140215394843328.0,,
1722,140215394819904,989.9379278707513,moving_end,,,0,0,1,140215394818800.0,140215394621760.0,140215394621760.0
1723,140215394819904,989.9379278707513,store_item_start,,,0,0,1,140215394818800.0,140215394621760.0,140215394621760.0
1724,140215394819904,990.0379278707513,store_item_end,,,0,0,1,140215394818800.0,,140215394621760.0
1725,140215394946928,990.0379278707513,start_task,,,0,0,1,140215394819088.0,,
1726,140215394946928,990.0379278707513,moving_start,140215394818800.0,2.8666666666666667,1,0,1,,,140215394621760.0
1727,140215394819904,990.0379278707513,end_of_main_process,,,0,0,0,140215394818800.0,,
1728,140215394946928,992.904594537418,moving_end,,,0,0,1,140215394818800.0,,140215394621760.0
1729,140215394946928,992.904594537418,pick_up_start,,,0,0,1,140215394818800.0,,140215394621760.0
1730,140215394946928,993.004594537418,pick_up_end,,,0,0,1,140215394818800.0,140215394621760.0,140215394621760.0
1731,140215394946928,993.004594537418,moving_start,140215394945968.0,0.5,1,0,1,,140215394621760.0,140215394621760.0
1732,140215394946928,993.504594537418,moving_end,,,0,0,1,140215394945968.0,140215394621760.0,140215394621760.0
1733,140215394946928,993.504594537418,store_item_start,,,0,0,1,140215394945968.0,140215394621760.0,140215394621760.0
1734,140215394946928,993.604594537418,store_item_end,,,0,0,1,140215394945968.0,,140215394621760.0
1735,140215394946928,993.604594537418,end_of_main_process,,,0,0,0,140215394945968.0,,
1736,140215394946928,1036.125944905565,start_task,,,0,0,1,140215394945968.0,,
1737,140215394946928,1036.125944905565,moving_start,140215394819520.0,3.0666666666666664,1,0,1,,,140215319796560.0
1738,140215394946928,1039.1926115722315,moving_end,,,0,0,1,140215394819520.0,,140215319796560.0
1739,140215394946928,1039.1926115722315,pick_up_start,,,0,0,1,140215394819520.0,,140215319796560.0
1740,140215394946928,1039.2926115722314,pick_up_end,,,0,0,1,140215394819520.0,140215319796560.0,140215319796560.0
1741,140215394946928,1039.2926115722314,moving_start,140215394819088.0,0.5,1,0,1,,140215319796560.0,140215319796560.0
1742,140215394946928,1039.7926115722314,moving_end,,,0,0,1,140215394819088.0,140215319796560.0,140215319796560.0
1743,140215394946928,1039.7926115722314,store_item_start,,,0,0,1,140215394819088.0,140215319796560.0,140215319796560.0
1744,140215394946928,1039.8926115722313,store_item_end,,,0,0,1,140215394819088.0,,140215319796560.0
1745,140215394819904,1039.8926115722313,start_task,,,0,0,1,140215394818800.0,,
1746,140215394819904,1039.8926115722313,moving_start,140215394819088.0,0.6666666666666666,1,0,1,,,140215319796560.0
1747,140215394946928,1039.8926115722313,end_of_main_process,,,0,0,0,140215394819088.0,,
1748,140215394819904,1040.559278238898,moving_end,,,0,0,1,140215394819088.0,,140215319796560.0
1749,140215394819904,1040.559278238898,pick_up_start,,,0,0,1,140215394819088.0,,140215319796560.0
1750,140215394819904,1040.659278238898,pick_up_end,,,0,0,1,140215394819088.0,140215319796560.0,140215319796560.0
1751,140215394819904,1040.659278238898,moving_start,140215394843712.0,1.0,1,0,1,,140215319796560.0,140215319796560.0
1752,140215394819904,1041.659278238898,moving_end,,,0,0,1,140215394843712.0,140215319796560.0,140215319796560.0
1753,140215394819904,1041.659278238898,store_item_start,,,0,0,1,140215394843712.0,140215319796560.0,140215319796560.0
1754,140215394819904,1041.7592782388979,store_item_end,,,0,0,1,140215394843712.0,,140215319796560.0
1755,140215394819904,1041.7592782388979,end_of_main_process,,,0,0,0,140215394843712.0,,
1756,140215394819904,1083.3969800218238,start_task,,,0,0,1,140215394843712.0,,
1757,140215394819904,1083.3969800218238,moving_start,140215394843328.0,0.3333333333333333,1,0,1,,,140215395202384.0
1758,140215394819904,1083.730313355157,moving_end,,,0,0,1,140215394843328.0,,140215395202384.0
1759,140215394819904,1083.730313355157,pick_up_start,,,0,0,1,140215394843328.0,,140215395202384.0
1760,140215394819904,1083.830313355157,pick_up_end,,,0,0,1,140215394843328.0,140215395202384.0,140215395202384.0
1761,140215394819904,1083.830313355157,moving_start,140215394844000.0,0.3333333333333333,1,0,1,,140215395202384.0,140215395202384.0
1762,140215394819904,1084.1636466884902,moving_end,,,0,0,1,140215394844000.0,140215395202384.0,140215395202384.0
1763,140215394819904,1084.1636466884902,store_item_start,,,0,0,1,140215394844000.0,140215395202384.0,140215395202384.0
1764,140215394819904,1084.26364668849,store_item_end,,,0,0,1,140215394844000.0,,140215395202384.0
1765,140215394819904,1084.26364668849,end_of_main_process,,,0,0,0,140215394844000.0,,
1766,140215394819904,1089.1377261899772,start_task,,,0,0,1,140215394844000.0,,
1767,140215394819904,1089.1377261899772,moving_start,140215394843328.0,0.3333333333333333,1,0,1,,,140215394622240.0
1768,140215394819904,1089.4710595233105,moving_end,,,0,0,1,140215394843328.0,,140215394622240.0
1769,140215394819904,1089.4710595233105,pick_up_start,,,0,0,1,140215394843328.0,,140215394622240.0
1770,140215394819904,1089.5710595233104,pick_up_end,,,0,0,1,140215394843328.0,140215394622240.0,140215394622240.0
1771,140215394819904,1089.5710595233104,moving_start,140215394818800.0,0.6666666666666666,1,0,1,,140215394622240.0,140215394622240.0
1772,140215394840928,1090.1613816144127,start_task,,,0,0,1,140215394843328.0,,
1773,140215394840928,1090.1613816144127,moving_start,140215394844000.0,0.3333333333333333,1,0,1,,,140215395202384.0
1774,140215394819904,1090.2377261899771,moving_end,,,0,0,1,140215394818800.0,140215394622240.0,140215394622240.0
1775,140215394819904,1090.2377261899771,store_item_start,,,0,0,1,140215394818800.0,140215394622240.0,140215394622240.0
1776,140215394819904,1090.337726189977,store_item_end,,,0,0,1,140215394818800.0,,140215394622240.0
1777,140215394946928,1090.337726189977,start_task,,,0,0,1,140215394819088.0,,
1778,140215394946928,1090.337726189977,moving_start,140215394818800.0,2.8666666666666667,1,0,1,,,140215394622240.0
1779,140215394819904,1090.337726189977,end_of_main_process,,,0,0,0,140215394818800.0,,
1780,140215394840928,1090.494714947746,moving_end,,,0,0,1,140215394844000.0,,140215395202384.0
1781,140215394840928,1090.494714947746,pick_up_start,,,0,0,1,140215394844000.0,,140215395202384.0
1782,140215394840928,1090.5947149477458,pick_up_end,,,0,0,1,140215394844000.0,140215395202384.0,140215395202384.0
1783,140215394840928,1090.5947149477458,moving_start,140215394843328.0,0.3333333333333333,1,0,1,,140215395202384.0,140215395202384.0
1784,140215394840928,1090.928048281079,moving_end,,,0,0,1,140215394843328.0,140215395202384.0,140215395202384.0
1785,140215394840928,1090.928048281079,store_item_start,,,0,0,1,140215394843328.0,140215395202384.0,140215395202384.0
1786,140215394840928,1091.028048281079,store_item_end,,,0,0,1,140215394843328.0,,140215395202384.0
1787,140215394840928,1091.028048281079,end_of_main_process,,,0,0,0,140215394843328.0,,
1788,140215394946928,1093.2043928566436,moving_end,,,0,0,1,140215394818800.0,,140215394622240.0
1789,140215394946928,1093.2043928566436,pick_up_start,,,0,0,1,140215394818800.0,,140215394622240.0
1790,140215394946928,1093.3043928566435,pick_up_end,,,0,0,1,140215394818800.0,140215394622240.0,140215394622240.0
1791,140215394946928,1093.3043928566435,moving_start,140215394945968.0,0.5,1,0,1,,140215394622240.0,140215394622240.0
1792,140215394946928,1093.8043928566435,moving_end,,,0,0,1,140215394945968.0,140215394622240.0,140215394622240.0
1793,140215394946928,1093.8043928566435,store_item_start,,,0,0,1,140215394945968.0,140215394622240.0,140215394622240.0
1794,140215394946928,1093.9043928566434,store_item_end,,,0,0,1,140215394945968.0,,140215394622240.0
1795,140215394946928,1093.9043928566434,end_of_main_process,,,0,0,0,140215394945968.0,,
1796,140215394819904,1096.9257832070016,start_task,,,0,0,1,140215394818800.0,,
1797,140215394819904,1096.9257832070016,moving_start,140215394843328.0,0.6666666666666666,1,0,1,,,140215395202384.0
1798,140215394819904,1097.5924498736683,moving_end,,,0,0,1,140215394843328.0,,140215395202384.0
1799,140215394819904,1097.5924498736683,pick_up_start,,,0,0,1,140215394843328.0,,140215395202384.0
1800,140215394819904,1097.6924498736682,pick_up_end,,,0,0,1,140215394843328.0,140215395202384.0,140215395202384.0
1801,140215394819904,1097.6924498736682,moving_start,140215394818800.0,0.6666666666666666,1,0,1,,140215395202384.0,140215395202384.0
1802,140215394819904,1098.359116540335,moving_end,,,0,0,1,140215394818800.0,140215395202384.0,140215395202384.0
1803,140215394819904,1098.359116540335,store_item_start,,,0,0,1,140215394818800.0,140215395202384.0,140215395202384.0
1804,140215394819904,1098.459116540335,store_item_end,,,0,0,1,140215394818800.0,,140215395202384.0
1805,140215394946928,1098.459116540335,start_task,,,0,0,1,140215394945968.0,,
1806,140215394946928,1098.459116540335,moving_start,140215394818800.0,0.5,1,0,1,,,140215395202384.0
1807,140215394819904,1098.459116540335,end_of_main_process,,,0,0,0,140215394818800.0,,
1808,140215394946928,1098.959116540335,moving_end,,,0,0,1,140215394818800.0,,140215395202384.0
1809,140215394946928,1098.959116540335,pick_up_start,,,0,0,1,140215394818800.0,,140215395202384.0
1810,140215394946928,1099.0591165403348,pick_up_end,,,0,0,1,140215394818800.0,140215395202384.0,140215395202384.0
1811,140215394946928,1099.0591165403348,moving_start,140215394945968.0,0.5,1,0,1,,140215395202384.0,140215395202384.0
1812,140215394946928,1099.5591165403348,moving_end,,,0,0,1,140215394945968.0,140215395202384.0,140215395202384.0
1813,140215394946928,1099.5591165403348,store_item_start,,,0,0,1,140215394945968.0,140215395202384.0,140215395202384.0
1814,140215394946928,1099.6591165403347,store_item_end,,,0,0,1,140215394945968.0,,140215395202384.0
1815,140215394946928,1099.6591165403347,end_of_main_process,,,0,0,0,140215394945968.0,,
1816,140215394946928,1103.2035293687047,start_task,,,0,0,1,140215394945968.0,,
1817,140215394946928,1103.2035293687047,moving_start,140215394819520.0,3.0666666666666664,1,0,1,,,140215394946736.0
1818,140215394946928,1106.2701960353713,moving_end,,,0,0,1,140215394819520.0,,140215394946736.0
1819,140215394946928,1106.2701960353713,pick_up_start,,,0,0,1,140215394819520.0,,140215394946736.0
1820,140215394946928,1106.3701960353712,pick_up_end,,,0,0,1,140215394819520.0,140215394946736.0,140215394946736.0
1821,140215394946928,1106.3701960353712,moving_start,140215394819088.0,0.5,1,0,1,,140215394946736.0,140215394946736.0
1822,140215394946928,1106.8701960353712,moving_end,,,0,0,1,140215394819088.0,140215394946736.0,140215394946736.0
1823,140215394946928,1106.8701960353712,store_item_start,,,0,0,1,140215394819088.0,140215394946736.0,140215394946736.0
1824,140215394946928,1106.9701960353711,store_item_end,,,0,0,1,140215394819088.0,,140215394946736.0
1825,140215394819904,1106.9701960353711,start_task,,,0,0,1,140215394818800.0,,
1826,140215394840928,1106.9701960353711,start_task,,,0,0,1,140215394843328.0,,
1827,140215394841168,1106.9701960353711,start_task,,,0,0,1,140215394844000.0,,
1828,140215394819904,1106.9701960353711,moving_start,140215394819088.0,0.6666666666666666,1,0,1,,,140215394946736.0
1829,140215394840928,1106.9701960353711,moving_start,140215394844432.0,0.6666666666666666,1,0,1,,,140215394945056.0
1830,140215394841168,1106.9701960353711,moving_start,140215394843712.0,0.6666666666666666,1,0,1,,,140215319796560.0
1831,140215394946928,1106.9701960353711,end_of_main_process,,,0,0,0,140215394819088.0,,
1832,140215394819904,1107.636862702038,moving_end,,,0,0,1,140215394819088.0,,140215394946736.0
1833,140215394840928,1107.636862702038,moving_end,,,0,0,1,140215394844432.0,,140215394945056.0
1834,140215394841168,1107.636862702038,moving_end,,,0,0,1,140215394843712.0,,140215319796560.0
1835,140215394819904,1107.636862702038,pick_up_start,,,0,0,1,140215394819088.0,,140215394946736.0
1836,140215394840928,1107.636862702038,pick_up_start,,,0,0,1,140215394844432.0,,140215394945056.0
1837,140215394841168,1107.636862702038,pick_up_start,,,0,0,1,140215394843712.0,,140215319796560.0
