2,2,x7f4e344839d0,1,nan,1.0,2,[2]
2,2,x7f4e344839d0,2,400.0,1.0,2,[2]
2,2,x7f4e344839d0,3,100.0,0.0,2,[2]
2,2,x7f4e344839d0,4,-300.0,0.0,2,[2]
2,2,x7f4e344839d0,5,900.0,2.0,2,[2]
2,2,x7f4e344839d0,6,100.0,0.0,2,[2]
2,2,x7f4e344839d0,7,300.0,0.0,2,[2]
2,2,x7f4e344839d0,8,100.0,0.0,2,[2]
2,2,x7f4e344839d0,9,300.0,0.0,2,[2]
2,2,x7f4e344839d0,10,300.0,0.0,2,[2]
2,2,x7f4e344839d0,11,100.0,0.0,2,[2]
2,2,x7f4e344839d0,12,300.0,0.0,2,[2]
2,2,x7f4e344839d0,13,300.0,0.0,2,[2]
2,2,x7f4e344839d0,14,100.0,0.0,2,[2]
2,2,x7f4e344839d0,15,300.0,0.0,2,[2]
2,2,x7f4e344839d0,16,100.0,0.0,2,[2]
2,2,x7f4e344839d0,17,157.86,0.0,3,[2]
2,2,x7f4e344839d0,18,199.85,0.0,3,[2]
2,2,x7f4e344839d0,19,200.0,0.0,3,[2]
2,2,x7f4e344839d0,20,91.92,0.0,3,[2]
2,2,x7f4e344839d0,21,400.0,1.0,3,[2]
2,2,x7f4e344839d0,22,200.0,1.0,2,[2]
2,2,x7f4e344839d0,23,300.0,0.0,2,[2]
2,2,x7f4e344839d0,24,300.0,0.0,2,[2]
2,2,x7f4e344839d0,25,200.0,0.0,2,[2]
2,2,x7f4e344839d0,26,400.0,1.0,2,[2]
2,2,x7f4e344839d0,27,200.0,1.0,3,[2]
2,2,x7f4e344839d0,28,200.0,0.0,3,[2]
2,2,x7f4e344839d0,29,300.0,1.0,3,[2]
2,2,x7f4e344839d0,30,-153.13,0.0,3,[0]
2,2,x7f4e344839d0,31,-300.0,0.0,3,[2]
2,2,x7f4e344839d0,32,-200.0,1.0,2,[2]
2,2,x7f4e344839d0,33,700.0,2.0,2,[2]
2,2,x7f4e344839d0,34,-500.0,0.0,2,[3]
2,2,x7f4e344839d0,35,-99.99,0.0,3,[3]
2,2,x7f4e344839d0,36,100.0,0.0,3,[3]
2,2,x7f4e344839d0,37,-9.98,0.0,3,[3]
2,2,x7f4e344839d0,38,400.0,1.0,3,[2]
2,2,x7f4e344839d0,39,400.0,1.0,3,[2]
2,2,x7f4e344839d0,40,100.0,0.0,3,[2]
2,2,x7f4e344839d0,41,100.0,0.0,3,[2]
2,2,x7f4e344839d0,42,300.0,0.0,3,[2]
2,2,x7f4e344839d0,43,300.0,0.0,3,[2]
2,2,x7f4e344839d0,44,200.0,0.0,3,[2]
2,2,x7f4e344839d0,45,200.0,0.0,3,[2]
2,2,x7f4e344839d0,46,400.0,1.0,2,[2]
2,2,x7f4e344839d0,47,100.0,0.0,2,[2]
2,2,x7f4e344839d0,48,-500.0,0.0,2,[2]
2,2,x7f4e344839d0,49,900.0,2.0,2,[2]
2,2,x7f4e344839d0,50,300.0,0.0,2,[2]
2,2,x7f4e344839d0,51,100.0,0.0,2,[2]
2,2,x7f4e344839d0,52,100.0,0.0,2,[2]
2,2,x7f4e344839d0,53,300.0,0.0,2,[2]
2,2,x7f4e344839d0,54,100.0,0.0,2,[2]
2,2,x7f4e344839d0,55,300.0,0.0,3,[2]
2,2,x7f4e344839d0,56,98.33,0.0,3,[2]
2,2,x7f4e344839d0,57,200.0,0.0,3,[2]
2,2,x7f4e344839d0,58,400.0,1.0,3,[2]
2,2,x7f4e344839d0,59,400.0,1.0,3,[2]
2,2,x7f4e344839d0,60,100.0,0.0,3,[2]
2,2,x7f4e344839d0,61,0.0,0.0,3,[2]
2,2,x7f4e344839d0,62,400.0,1.0,2,[2]
2,2,x7f4e344839d0,63,300.0,0.0,2,[2]
2,2,x7f4e344839d0,64,100.0,0.0,2,[2]
2,2,x7f4e344839d0,65,200.0,0.0,2,[2]
2,2,x7f4e344839d0,66,400.0,1.0,2,[2]
2,2,x7f4e344839d0,67,400.0,1.0,2,[2]
2,2,x7f4e344839d0,68,300.0,0.0,2,[2]
2,2,x7f4e344839d0,69,300.0,0.0,2,[2]
2,2,x7f4e344839d0,70,100.0,0.0,2,[2]
2,2,x7f4e344839d0,71,300.0,0.0,2,[2]
2,2,x7f4e344839d0,72,300.0,0.0,2,[2]
2,2,x7f4e344839d0,73,100.0,0.0,2,[2]
