0,12,x7fe533e4c8b0,249,250;0,0;0,2,[0],1
0,12,x7fe533e4c8b0,250,250;0,0;0,5,[4],0
0,12,x7fe533e4c8b0,251,50;0,0;0,2,[1],1
0,12,x7fe533e4c8b0,252,250;0,0;0,5,[4],1
0,12,x7fe533e4c8b0,253,250;0,1;0,2,[0],2
0,12,x7fe533e4c8b0,254,250;0,0;0,5,[4],1
0,12,x7fe533e4c8b0,255,250;0,0;0,2,[0],1
0,12,x7fe533e4c8b0,256,203;02022883607373,0;0,5,[4],1
0,12,x7fe533e4c8b0,257,250;0,0;0,2,[0],1
0,12,x7fe533e4c8b0,258,441;5557566757437,1;0,5,[4],0
0,12,x7fe533e4c8b0,259,-50;0,0;0,2,[0],2
0,12,x7fe533e4c8b0,260,250;0,0;0,5,[4],1
0,12,x7fe533e4c8b0,261,250;0,0;0,2,[0],1
0,12,x7fe533e4c8b0,262,250;0,0;0,5,[4],1
0,12,x7fe533e4c8b0,263,50;0,0;0,2,[1],1
0,12,x7fe533e4c8b0,264,188;29972401848397,0;0,5,[5],1
0,12,x7fe533e4c8b0,265,50;0,0;0,2,[1],1
0,12,x7fe533e4c8b0,266,149;5864119913506,0;0,5,[5],1
0,12,x7fe533e4c8b0,267,50;0,0;0,2,[1],1
0,12,x7fe533e4c8b0,268,250;0,0;0,5,[4],1
0,12,x7fe533e4c8b0,269,50;0,0;0,2,[1],1
0,12,x7fe533e4c8b0,270,-50;0,0;0,5,[0],0
0,12,x7fe533e4c8b0,271,250;0,0;0,5,[4],1
0,12,x7fe533e4c8b0,272,250;0,0;0,2,[0],1
0,12,x7fe533e4c8b0,273,146;46186018226481,0;0,5,[4],0
0,12,x7fe533e4c8b0,274,950;0,2;0,2,[0],1
0,12,x7fe533e4c8b0,275,698;1600601766085,2;0,5,[0],2
0,12,x7fe533e4c8b0,276,250;0,0;0,5,[4],1
0,12,x7fe533e4c8b0,277,50;0,0;0,2,[1],1
0,12,x7fe533e4c8b0,278,250;0,0;0,5,[4],1
0,12,x7fe533e4c8b0,279,50;0,0;0,2,[1],1
0,12,x7fe533e4c8b0,280,950;0,2;0,5,[4],1
0,12,x7fe533e4c8b0,281,50;0,0;0,2,[1],1
0,12,x7fe533e4c8b0,282,149;9999999524178,0;0,5,[5],1
0,12,x7fe533e4c8b0,283,50;0,0;0,2,[1],1
0,12,x7fe533e4c8b0,284,149;97553569765358,0;0,5,[5],1
0,12,x7fe533e4c8b0,285,-50;0,0;0,2,[0],2
0,12,x7fe533e4c8b0,286,450;0,2;0,5,[1],2
0,12,x7fe533e4c8b0,287,-1;4915361346051612,0;0,5,[0],2
0,12,x7fe533e4c8b0,288,169;02868809676244,0;0,5,[4],1
0,12,x7fe533e4c8b0,289,250;0,0;0,2,[0],2
0,12,x7fe533e4c8b0,290,150;00250832246937,0;0,5,[4],1
0,12,x7fe533e4c8b0,291,250;0,0;0,2,[0],0
0,12,x7fe533e4c8b0,292,521;0112190505232,2;0,5,[0],2
0,12,x7fe533e4c8b0,293,149;86061742916212,0;0,5,[5],1
0,12,x7fe533e4c8b0,294,250;0,0;0,2,[0],1
0,12,x7fe533e4c8b0,295,150;01267177602992,0;0,5,[5],1
0,12,x7fe533e4c8b0,296,-50;0,0;0,2,[0],0
0,12,x7fe533e4c8b0,297,250;0,0;0,5,[4],1
0,12,x7fe533e4c8b0,298,250;0,0;0,2,[0],1
0,12,x7fe533e4c8b0,299,199;6906177902377,1;0,5,[1],2
0,12,x7fe533e4c8b0,300,250;0,0;0,5,[4],0
0,12,x7fe533e4c8b0,301,50;0,0;0,2,[1],1
0,12,x7fe533e4c8b0,302,149;64021265874118,0;0,5,[5],1
0,12,x7fe533e4c8b0,303,250;0,0;0,2,[0],1
0,12,x7fe533e4c8b0,304,116;59457935083378,0;0,5,[4],0
0,12,x7fe533e4c8b0,305,950;0,2;0,2,[0],1
0,12,x7fe533e4c8b0,306,683;3698285779261,2;0,5,[6],2
0,12,x7fe533e4c8b0,307,-50;0,0;0,2,[0],2
0,12,x7fe533e4c8b0,308,150;41152263374485,0;0,5,[4],1
0,12,x7fe533e4c8b0,309,250;0,0;0,2,[0],1
0,12,x7fe533e4c8b0,310,50;0,1;0,5,[1],2
0,12,x7fe533e4c8b0,311,150;00643627962287,0;0,5,[6],1
0,12,x7fe533e4c8b0,312,50;0,1;0,2,[1],2
0,12,x7fe533e4c8b0,313,250;0,0;0,5,[4],1
0,12,x7fe533e4c8b0,314,250;0,0;0,2,[0],0
0,12,x7fe533e4c8b0,315,158;50214988509603,0;0,5,[6],1
0,12,x7fe533e4c8b0,316,50;0,0;0,2,[1],1
0,12,x7fe533e4c8b0,317,250;0,0;0,5,[4],1
0,12,x7fe533e4c8b0,318,250;0,1;0,2,[0],0
0,12,x7fe533e4c8b0,319,550;0,1;0,5,[4],1
0,12,x7fe533e4c8b0,320,250;0,0;0,2,[0],1
0,12,x7fe533e4c8b0,321,175;9833300330987,0;0,5,[4],1
0,12,x7fe533e4c8b0,322,50;0,0;0,2,[1],1
0,12,x7fe533e4c8b0,323,158;4866114692704,0;0,5,[5],1
0,12,x7fe533e4c8b0,324,50;0,0;0,2,[1],1
0,12,x7fe533e4c8b0,325,137;13935525374188,0;0,5,[5],1
0,12,x7fe533e4c8b0,326,650;0,2;0,2,[0],2
0,12,x7fe533e4c8b0,327,136;23707631037252,0;0,5,[5],1
0,12,x7fe533e4c8b0,328,950;0,2;0,2,[0],1
0,12,x7fe533e4c8b0,329,833;5086425091763,2;0,5,[6],1
0,12,x7fe533e4c8b0,330,250;0,0;0,2,[0],1
0,12,x7fe533e4c8b0,331,130;83298699027154,0;0,5,[6],1
0,12,x7fe533e4c8b0,332,250;0,0;0,2,[0],2
0,12,x7fe533e4c8b0,333,707;6875037632029,2;0,5,[5],2
0,12,x7fe533e4c8b0,334,250;0,0;0,2,[0],1
0,12,x7fe533e4c8b0,335,550;0,1;0,5,[4],1
0,12,x7fe533e4c8b0,336,250;0,0;0,2,[0],2
0,12,x7fe533e4c8b0,337,250;0,0;0,5,[4],0
0,12,x7fe533e4c8b0,338,250;0,0;0,2,[0],1
0,12,x7fe533e4c8b0,339,250;0,0;0,5,[4],0
0,12,x7fe533e4c8b0,340,250;0,0;0,2,[0],1
0,12,x7fe533e4c8b0,341,250;0,0;0,5,[4],0
0,12,x7fe533e4c8b0,342,250;0,0;0,2,[0],1
0,12,x7fe533e4c8b0,343,250;0,0;0,5,[4],1
0,12,x7fe533e4c8b0,344,350;0,1;0,2,[1],1
0,12,x7fe533e4c8b0,345,250;0,0;0,5,[4],1
0,12,x7fe533e4c8b0,346,650;0,2;0,2,[0],2
0,12,x7fe533e4c8b0,347,250;0,0;0,5,[4],0
0,12,x7fe533e4c8b0,348,250;0,0;0,2,[0],0
0,12,x7fe533e4c8b0,349,150;00000010076212,0;0,5,[6],1
0,12,x7fe533e4c8b0,350,250;0,0;0,2,[0],0
0,12,x7fe533e4c8b0,351,458;36546783982163,1;0,5,[4],1
0,12,x7fe533e4c8b0,352,50;0,0;0,2,[1],1
0,12,x7fe533e4c8b0,353,150;0,0;0,5,[5],1
0,12,x7fe533e4c8b0,354,50;0,0;0,2,[1],1
0,12,x7fe533e4c8b0,355,147;9217330522238,0;0,5,[5],1
0,12,x7fe533e4c8b0,356,50;0,0;0,2,[1],1
0,12,x7fe533e4c8b0,357,950;0,2;0,5,[4],1
0,12,x7fe533e4c8b0,358,50;0,0;0,2,[1],1
0,12,x7fe533e4c8b0,359,150;04667803284937,0;0,5,[4],1
0,12,x7fe533e4c8b0,360,-50;0,0;0,2,[0],2
0,12,x7fe533e4c8b0,361,-50;0,0;0,5,[6],0
0,12,x7fe533e4c8b0,362,250;0,0;0,2,[0],1
0,12,x7fe533e4c8b0,363,250;0,0;0,5,[4],1
0,12,x7fe533e4c8b0,364,250;0,0;0,2,[0],1
0,12,x7fe533e4c8b0,365,250;0,0;0,5,[4],1
0,12,x7fe533e4c8b0,366,250;0,0;0,2,[0],1
0,12,x7fe533e4c8b0,367,250;0,0;0,5,[4],1
0,12,x7fe533e4c8b0,368,250;0,0;0,2,[0],1
0,12,x7fe533e4c8b0,369,250;0,0;0,5,[4],1
0,12,x7fe533e4c8b0,370,50;0,0;0,2,[1],1
0,12,x7fe533e4c8b0,371,148;6831793681486,0;0,5,[6],1
0,12,x7fe533e4c8b0,372,250;0,0;0,2,[0],0
0,12,x7fe533e4c8b0,373,250;0,0;0,4,[4],1
0,12,x7fe533e4c8b0,374,250;0,0;0,4,[4],1
0,12,x7fe533e4c8b0,375,99;86682317018662,0;0,3,[4],0
0,12,x7fe533e4c8b0,376,-50;0,0;0,3,[4],0
0,12,x7fe533e4c8b0,377,250;0,0;0,2,[4],0
0,12,x7fe533e4c8b0,378,-50;0,0;0,2,[4],0
0,12,x7fe533e4c8b0,379,250;0,0;0,3,[10],1
0,12,x7fe533e4c8b0,380,250;0,0;0,2,[4],1
0,12,x7fe533e4c8b0,381,250;0,0;0,2,[4],1
0,12,x7fe533e4c8b0,382,250;0,0;0,2,[4],1
0,12,x7fe533e4c8b0,383,550;0,1;0,4,[4],1
0,12,x7fe533e4c8b0,384,-50;0,0;0,2,[0],0
0,12,x7fe533e4c8b0,385,100;29551085069548,0;0,4,[4],0
0,12,x7fe533e4c8b0,386,250;0,0;0,3,[4],0
0,12,x7fe533e4c8b0,387,150;00000893438562,0;0,3,[5],1
0,12,x7fe533e4c8b0,388,250;0,0;0,4,[10],0
0,12,x7fe533e4c8b0,389,99;86682317018659,0;0,3,[4],0
0,12,x7fe533e4c8b0,390,50;0,0;0,2,[5],1
0,12,x7fe533e4c8b0,391,-50;0,0;0,2,[4],0
0,12,x7fe533e4c8b0,392,150;0,0;0,3,[5],1
0,12,x7fe533e4c8b0,393,250;0,0;0,2,[4],0
0,12,x7fe533e4c8b0,394,350;0,1;0,2,[5],1
0,12,x7fe533e4c8b0,395,-50;0,0;0,2,[4],0
0,12,x7fe533e4c8b0,396,-50;0,0;0,2,[10],0
0,12,x7fe533e4c8b0,397,250;0,1;0,2,[4],0
0,12,x7fe533e4c8b0,398,250;0,0;0,2,[4],0
0,12,x7fe533e4c8b0,399,-50;0,0;0,4,[4],0
0,12,x7fe533e4c8b0,400,250;0,0;0,3,[4],0
0,12,x7fe533e4c8b0,401,100;00121609403578,0;0,4,[10],0
0,12,x7fe533e4c8b0,402,100;29551085069548,0;0,3,[4],0
0,12,x7fe533e4c8b0,403,250;0,0;0,2,[4],1
0,12,x7fe533e4c8b0,404,450;29898432389695,1;0,4,[5],1
0,12,x7fe533e4c8b0,405,147;18486934314356,0;0,4,[6],1
0,12,x7fe533e4c8b0,406,134;419145427262,0;0,5,[0],1
0,12,x7fe533e4c8b0,407,250;0,0;0,5,[4],1
0,12,x7fe533e4c8b0,408,-50;0,0;0,2,[0],2
