7,4,x7f8d13f7d850,1,-150.0,0.0,0.0,0.12,2,[6]
7,4,x7f8d13f7d850,2,88.34,0.0,0.0,0.0,3,[7]
7,4,x7f8d13f7d850,3,-257.31,0.0,0.0,0.0,4,[7]
7,4,x7f8d13f7d850,4,-154.69,0.0,0.0,0.0,6,[9]
7,4,x7f8d13f7d850,5,-295.31,0.0,0.0,0.07,3,[1]
7,4,x7f8d13f7d850,6,-150.0,0.0,0.0,0.0,4,[6]
7,4,x7f8d13f7d850,7,200.0,1.0,0.0,0.07,3,[1]
7,4,x7f8d13f7d850,8,350.0,1.0,0.0,0.07,3,[0]
7,4,x7f8d13f7d850,9,-150.0,0.0,0.0,0.12,3,[0]
7,4,x7f8d13f7d850,10,385.6,1.0,0.0,0.06,7,[7]
7,4,x7f8d13f7d850,11,250.0,0.0,1.0,0.07,3,[2]
7,4,x7f8d13f7d850,12,250.0,0.0,0.0,0.12,3,[0]
7,4,x7f8d13f7d850,13,250.0,0.0,0.0,0.12,3,[0]
7,4,x7f8d13f7d850,14,250.0,0.0,0.0,0.12,3,[0]
7,4,x7f8d13f7d850,15,95.31,0.0,0.0,0.12,3,[1]
7,4,x7f8d13f7d850,16,400.0,0.0,0.0,0.0,7,[6]
7,4,x7f8d13f7d850,17,-150.0,0.0,0.0,0.07,3,[0]
7,4,x7f8d13f7d850,18,172.11,1.0,0.0,0.12,3,[1]
7,4,x7f8d13f7d850,19,250.0,0.0,0.0,0.07,3,[0]
7,4,x7f8d13f7d850,20,-150.0,0.0,0.0,0.12,3,[0]
7,4,x7f8d13f7d850,21,-150.0,0.0,0.0,0.12,3,[0]
7,4,x7f8d13f7d850,22,350.0,1.0,0.0,0.12,3,[0]
7,4,x7f8d13f7d850,23,100.62,0.0,0.0,0.12,3,[1]
7,4,x7f8d13f7d850,24,100.15,0.0,0.0,0.12,3,[1]
7,4,x7f8d13f7d850,25,250.0,0.0,0.0,0.12,3,[0]
7,4,x7f8d13f7d850,26,-150.0,0.0,0.0,0.12,3,[0]
7,4,x7f8d13f7d850,27,-150.0,0.0,0.0,0.12,3,[0]
7,4,x7f8d13f7d850,28,350.0,1.0,0.0,0.07,3,[0]
7,4,x7f8d13f7d850,29,-300.0,0.0,0.0,0.12,6,[7]
7,4,x7f8d13f7d850,30,50.0,1.0,0.0,0.07,3,[2]
7,4,x7f8d13f7d850,31,-150.0,0.0,0.0,0.12,3,[0]
7,4,x7f8d13f7d850,32,-450.0,0.0,0.0,0.12,3,[2]
7,4,x7f8d13f7d850,33,-150.0,0.0,0.0,0.12,3,[0]
7,4,x7f8d13f7d850,34,-450.0,0.0,0.0,0.12,2,[1]
7,4,x7f8d13f7d850,35,200.0,1.0,1.0,0.12,6,[2]
7,4,x7f8d13f7d850,36,350.0,1.0,0.0,0.07,3,[0]
7,4,x7f8d13f7d850,37,-450.0,0.0,0.0,0.12,3,[2]
7,4,x7f8d13f7d850,38,227.89,1.0,0.0,0.12,3,[1]
7,4,x7f8d13f7d850,39,250.0,0.0,0.0,0.12,2,[0]
7,4,x7f8d13f7d850,40,50.0,1.0,0.0,0.12,3,[2]
7,4,x7f8d13f7d850,41,100.62,0.0,0.0,0.12,3,[1]
7,4,x7f8d13f7d850,42,0.0,0.0,0.0,0.0,6,[7]
7,4,x7f8d13f7d850,43,50.0,1.0,0.0,0.07,3,[2]
7,4,x7f8d13f7d850,44,-50.0,0.0,0.0,0.12,3,[2]
7,4,x7f8d13f7d850,45,-130.25,0.0,0.0,0.0,6,[6]
7,4,x7f8d13f7d850,46,250.0,0.0,0.0,0.07,3,[0]
7,4,x7f8d13f7d850,47,350.0,1.0,0.0,0.0,6,[6]
7,4,x7f8d13f7d850,48,-150.0,0.0,0.0,0.07,3,[0]
7,4,x7f8d13f7d850,49,-450.0,0.0,0.0,0.12,3,[2]
7,4,x7f8d13f7d850,50,0.0,0.0,0.0,0.0,6,[7]
7,4,x7f8d13f7d850,51,250.0,0.0,0.0,0.07,2,[0]
7,4,x7f8d13f7d850,52,-149.95,0.0,0.0,0.06,6,[7]
7,4,x7f8d13f7d850,53,350.0,1.0,0.0,0.07,2,[1]
7,4,x7f8d13f7d850,54,0.0,0.0,0.0,0.0,6,[7]
7,4,x7f8d13f7d850,55,-288.34,0.0,0.0,0.07,3,[1]
7,4,x7f8d13f7d850,56,-335.6,0.0,0.0,0.12,3,[1]
7,4,x7f8d13f7d850,57,500.0,1.0,0.0,0.06,6,[6]
7,4,x7f8d13f7d850,58,350.0,1.0,0.0,0.07,2,[0]
7,4,x7f8d13f7d850,59,250.0,0.0,0.0,0.12,3,[0]
7,4,x7f8d13f7d850,60,350.0,1.0,0.0,0.0,6,[7]
7,4,x7f8d13f7d850,61,104.69,0.0,0.0,0.07,3,[1]
7,4,x7f8d13f7d850,62,-50.0,0.0,0.0,0.12,3,[2]
7,4,x7f8d13f7d850,63,50.0,1.0,0.0,0.07,3,[2]
7,4,x7f8d13f7d850,64,0.0,0.0,0.0,0.0,7,[6]
7,4,x7f8d13f7d850,65,250.0,0.0,0.0,0.07,3,[0]
7,4,x7f8d13f7d850,66,-300.0,0.0,0.0,0.12,3,[1]
7,4,x7f8d13f7d850,67,200.0,1.0,0.0,0.12,3,[1]
7,4,x7f8d13f7d850,68,-50.0,0.0,0.0,0.12,3,[2]
7,4,x7f8d13f7d850,69,0.0,0.0,0.0,0.03,7,[6]
7,4,x7f8d13f7d850,70,-150.0,0.0,0.0,0.07,3,[0]
7,4,x7f8d13f7d850,71,-450.0,0.0,0.0,0.12,2,[1]
7,4,x7f8d13f7d850,72,350.0,1.0,0.0,0.12,3,[0]
7,4,x7f8d13f7d850,73,-50.0,0.0,0.0,0.07,3,[2]
7,4,x7f8d13f7d850,74,-272.11,0.0,0.0,0.12,3,[1]
7,4,x7f8d13f7d850,75,500.0,1.0,0.0,0.0,6,[7]
7,4,x7f8d13f7d850,76,199.77,1.0,0.0,0.07,3,[1]
7,4,x7f8d13f7d850,77,-302.6,0.0,0.0,0.07,3,[1]
7,4,x7f8d13f7d850,78,-150.0,0.0,0.0,0.06,6,[7]
7,4,x7f8d13f7d850,79,-450.0,0.0,0.0,0.07,3,[2]
7,4,x7f8d13f7d850,80,-319.75,0.0,0.0,0.12,3,[1]
7,4,x7f8d13f7d850,81,0.0,0.0,0.0,0.06,7,[6]
