7,4,x7f8d13f82400,1,500.0,1.0,0.0,0.07,3,[20]
7,4,x7f8d13f82400,2,400.0,0.0,1.0,0.12,3,[23]
7,4,x7f8d13f82400,3,-150.0,0.0,0.0,0.0,4,[7]
7,4,x7f8d13f82400,4,-300.0,0.0,0.0,0.12,4,[23]
7,4,x7f8d13f82400,5,100.0,0.0,0.0,0.12,3,[23]
7,4,x7f8d13f82400,6,-185.6,0.0,1.0,0.12,3,[7]
7,4,x7f8d13f82400,7,-150.0,0.0,0.0,0.06,6,[20]
7,4,x7f8d13f82400,8,-300.0,0.0,0.0,0.08,5,[19]
7,4,x7f8d13f82400,9,148.46,0.0,1.0,0.03,6,[9]
7,4,x7f8d13f82400,10,350.0,1.0,0.0,0.0,4,[6]
7,4,x7f8d13f82400,11,-300.0,0.0,0.0,0.12,6,[23]
7,4,x7f8d13f82400,12,-169.75,0.0,1.0,0.07,6,[0]
7,4,x7f8d13f82400,13,-105.08,0.0,0.0,0.09,8,[19]
7,4,x7f8d13f82400,14,500.0,1.0,0.0,0.07,6,[20]
7,4,x7f8d13f82400,15,300.0,0.0,1.0,0.07,8,[20]
7,4,x7f8d13f82400,16,194.92,0.0,1.0,0.09,8,[19]
7,4,x7f8d13f82400,17,300.0,0.0,1.0,0.07,8,[20]
7,4,x7f8d13f82400,18,0.0,0.0,0.0,0.07,8,[20]
7,4,x7f8d13f82400,19,350.0,1.0,0.0,0.06,7,[8]
7,4,x7f8d13f82400,20,0.0,0.0,0.0,0.07,8,[20]
7,4,x7f8d13f82400,21,0.0,0.0,0.0,0.07,8,[20]
7,4,x7f8d13f82400,22,-105.08,0.0,0.0,0.09,8,[19]
7,4,x7f8d13f82400,23,0.0,0.0,0.0,0.07,8,[20]
7,4,x7f8d13f82400,24,350.0,1.0,0.0,0.09,3,[0]
7,4,x7f8d13f82400,25,500.0,1.0,0.0,0.07,8,[20]
7,4,x7f8d13f82400,26,365.28,1.0,0.0,0.04,8,[19]
7,4,x7f8d13f82400,27,500.0,1.0,0.0,0.07,8,[23]
7,4,x7f8d13f82400,28,-105.08,0.0,0.0,0.09,8,[19]
7,4,x7f8d13f82400,29,-153.32,0.0,0.0,0.08,8,[20]
