7,11,x7fb1035cc430,1,100.0,0.0,0.0,0.08,2,[23],3
7,11,x7fb1035cc430,2,400.0,0.0,0.0,0.03,3,[6],2
7,11,x7fb1035cc430,3,50.0,0.0,0.0,0.0,2,[6],2
7,11,x7fb1035cc430,4,400.0,0.0,0.0,0.07,2,[23],3
7,11,x7fb1035cc430,5,400.0,0.0,0.0,0.07,2,[23],3
7,11,x7fb1035cc430,6,500.0,1.0,1.0,0.12,2,[6],2
7,11,x7fb1035cc430,7,100.0,0.0,0.0,0.12,2,[6],2
7,11,x7fb1035cc430,8,500.0,1.0,0.0,0.03,2,[6],2
7,11,x7fb1035cc430,9,100.0,0.0,0.0,0.12,3,[20],3
7,11,x7fb1035cc430,10,400.0,0.0,0.0,0.09,3,[19],3
7,11,x7fb1035cc430,11,200.0,0.0,0.0,0.06,2,[6],2
7,11,x7fb1035cc430,12,250.0,0.0,0.0,0.0,2,[6],4
7,11,x7fb1035cc430,13,200.0,0.0,0.0,0.03,3,[6],2
7,11,x7fb1035cc430,14,39.0,1.0,0.0,0.0,4,[8],4
7,11,x7fb1035cc430,15,50.0,0.0,0.0,0.06,2,[6],2
7,11,x7fb1035cc430,16,33.0,0.0,0.0,0.0,3,[6],2
7,11,x7fb1035cc430,17,400.0,0.0,0.0,0.07,4,[23],3
7,11,x7fb1035cc430,18,100.0,0.0,0.0,0.04,5,[19],3
7,11,x7fb1035cc430,19,400.0,0.0,1.0,0.06,4,[23],3
7,11,x7fb1035cc430,20,500.0,1.0,1.0,0.08,3,[19],3
7,11,x7fb1035cc430,21,400.0,0.0,0.0,0.07,4,[23],3
7,11,x7fb1035cc430,22,495.0,1.0,1.0,0.12,4,[8],3
7,11,x7fb1035cc430,23,100.0,0.0,0.0,0.08,4,[19],3
7,11,x7fb1035cc430,24,400.0,0.0,0.0,0.07,4,[23],3
7,11,x7fb1035cc430,25,100.0,0.0,0.0,0.04,4,[19],3
7,11,x7fb1035cc430,26,400.0,0.0,1.0,0.09,4,[0],3
7,11,x7fb1035cc430,27,495.0,0.0,1.0,0.09,6,[0],3
7,11,x7fb1035cc430,28,-49.0,0.0,0.0,0.12,6,[7],3
7,11,x7fb1035cc430,29,-263.0,0.0,0.0,0.06,6,[6],0
7,11,x7fb1035cc430,30,299.0,1.0,0.0,0.03,5,[8],4
7,11,x7fb1035cc430,31,-150.0,0.0,0.0,0.06,3,[6],2
7,11,x7fb1035cc430,32,0.0,0.0,0.0,0.07,6,[23],3
7,11,x7fb1035cc430,33,700.0,0.0,1.0,0.07,6,[23],3
7,11,x7fb1035cc430,34,266.0,0.0,0.0,0.06,6,[7],3
7,11,x7fb1035cc430,35,-50.0,0.0,0.0,0.09,2,[1],3
7,11,x7fb1035cc430,36,245.0,0.0,0.0,0.03,4,[8],3
7,11,x7fb1035cc430,37,50.0,1.0,0.0,0.12,6,[8],4
7,11,x7fb1035cc430,38,250.0,0.0,0.0,0.09,2,[0],0
7,11,x7fb1035cc430,39,300.0,0.0,1.0,0.07,8,[23],0
7,11,x7fb1035cc430,40,-67.0,1.0,0.0,0.12,8,[8],4
7,11,x7fb1035cc430,41,198.0,1.0,0.0,0.03,8,[8],4
7,11,x7fb1035cc430,42,547.0,0.0,1.0,0.08,8,[23],3
7,11,x7fb1035cc430,43,100.0,0.0,0.0,0.12,8,[23],3
7,11,x7fb1035cc430,44,700.0,0.0,1.0,0.07,8,[23],3
7,11,x7fb1035cc430,45,-274.0,0.0,0.0,0.03,8,[6],2
7,11,x7fb1035cc430,46,400.0,0.0,1.0,0.12,2,[23],3
7,11,x7fb1035cc430,47,0.0,0.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,48,400.0,0.0,0.0,0.07,8,[20],3
7,11,x7fb1035cc430,49,347.0,1.0,0.0,0.08,8,[23],3
7,11,x7fb1035cc430,50,50.0,0.0,0.0,0.09,3,[0],4
7,11,x7fb1035cc430,51,700.0,0.0,1.0,0.07,8,[20],3
7,11,x7fb1035cc430,52,195.0,0.0,1.0,0.09,8,[19],3
7,11,x7fb1035cc430,53,400.0,0.0,0.0,0.07,8,[20],3
7,11,x7fb1035cc430,54,100.0,0.0,0.0,0.08,8,[19],3
7,11,x7fb1035cc430,55,700.0,0.0,1.0,0.07,8,[23],3
7,11,x7fb1035cc430,56,-140.0,1.0,0.0,0.12,8,[7],4
7,11,x7fb1035cc430,57,400.0,0.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,58,500.0,1.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,59,300.0,0.0,1.0,0.07,8,[23],3
7,11,x7fb1035cc430,60,-300.0,0.0,0.0,0.12,6,[6],3
7,11,x7fb1035cc430,61,0.0,0.0,1.0,0.12,2,[23],1
7,11,x7fb1035cc430,62,250.0,0.0,0.0,0.09,3,[0],3
7,11,x7fb1035cc430,63,547.0,0.0,1.0,0.08,8,[23],3
7,11,x7fb1035cc430,64,0.0,0.0,0.0,0.03,6,[6],3
7,11,x7fb1035cc430,65,0.0,0.0,0.0,0.06,6,[6],3
7,11,x7fb1035cc430,66,400.0,0.0,0.0,0.07,8,[20],3
7,11,x7fb1035cc430,67,-50.0,0.0,0.0,0.12,5,[8],3
7,11,x7fb1035cc430,68,-276.0,0.0,0.0,0.03,8,[6],0
7,11,x7fb1035cc430,69,-150.0,0.0,0.0,0.07,3,[0],2
7,11,x7fb1035cc430,70,100.0,0.0,0.0,0.12,5,[6],2
7,11,x7fb1035cc430,71,500.0,1.0,0.0,0.07,8,[20],3
7,11,x7fb1035cc430,72,100.0,0.0,0.0,0.12,6,[6],3
7,11,x7fb1035cc430,73,94.0,1.0,0.0,0.07,3,[1],4
7,11,x7fb1035cc430,74,400.0,0.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,75,-142.0,0.0,0.0,0.03,7,[7],3
7,11,x7fb1035cc430,76,-300.0,0.0,0.0,0.12,7,[6],3
7,11,x7fb1035cc430,77,0.0,0.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,78,250.0,0.0,0.0,0.09,3,[0],3
7,11,x7fb1035cc430,79,595.0,0.0,1.0,0.09,8,[19],3
7,11,x7fb1035cc430,80,400.0,0.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,81,700.0,0.0,1.0,0.07,8,[20],3
7,11,x7fb1035cc430,82,0.0,0.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,83,250.0,0.0,0.0,0.09,3,[0],0
7,11,x7fb1035cc430,84,500.0,1.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,85,-150.0,0.0,0.0,0.09,2,[1],3
7,11,x7fb1035cc430,86,150.0,1.0,0.0,0.09,3,[0],0
7,11,x7fb1035cc430,87,500.0,1.0,0.0,0.07,8,[23],4
7,11,x7fb1035cc430,88,550.0,0.0,1.0,0.09,3,[0],3
7,11,x7fb1035cc430,89,400.0,0.0,0.0,0.07,8,[20],3
7,11,x7fb1035cc430,90,-351.0,0.0,0.0,0.12,8,[6],3
7,11,x7fb1035cc430,91,-152.0,0.0,1.0,0.12,8,[8],3
7,11,x7fb1035cc430,92,100.0,0.0,0.0,0.12,5,[6],3
7,11,x7fb1035cc430,93,-26.0,0.0,0.0,0.12,7,[6],3
7,11,x7fb1035cc430,94,295.0,0.0,0.0,0.09,8,[19],3
7,11,x7fb1035cc430,95,-22.0,0.0,0.0,0.12,6,[6],3
7,11,x7fb1035cc430,96,-300.0,0.0,0.0,0.12,8,[23],3
7,11,x7fb1035cc430,97,500.0,1.0,1.0,0.12,8,[23],3
7,11,x7fb1035cc430,98,550.0,0.0,1.0,0.09,3,[0],2
7,11,x7fb1035cc430,99,-262.0,0.0,0.0,0.03,8,[6],0
7,11,x7fb1035cc430,100,100.0,0.0,0.0,0.12,4,[23],3
7,11,x7fb1035cc430,101,395.0,1.0,0.0,0.09,8,[19],3
7,11,x7fb1035cc430,102,400.0,0.0,0.0,0.07,8,[20],3
7,11,x7fb1035cc430,103,400.0,0.0,0.0,0.07,8,[20],3
7,11,x7fb1035cc430,104,400.0,0.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,105,400.0,0.0,0.0,0.03,7,[6],2
7,11,x7fb1035cc430,106,337.0,0.0,0.0,0.03,7,[7],1
7,11,x7fb1035cc430,107,347.0,1.0,0.0,0.08,8,[23],3
7,11,x7fb1035cc430,108,0.0,0.0,0.0,0.03,7,[6],0
7,11,x7fb1035cc430,109,0.0,0.0,0.0,0.07,8,[20],0
7,11,x7fb1035cc430,110,-140.0,1.0,0.0,0.12,8,[8],4
7,11,x7fb1035cc430,111,250.0,0.0,0.0,0.09,3,[0],0
7,11,x7fb1035cc430,112,500.0,1.0,0.0,0.07,8,[20],3
7,11,x7fb1035cc430,113,100.0,0.0,0.0,0.12,6,[6],3
7,11,x7fb1035cc430,114,0.0,0.0,0.0,0.07,8,[20],3
7,11,x7fb1035cc430,115,700.0,0.0,1.0,0.07,8,[23],3
7,11,x7fb1035cc430,116,144.0,0.0,0.0,0.09,3,[0],4
7,11,x7fb1035cc430,117,665.0,1.0,1.0,0.04,8,[19],3
7,11,x7fb1035cc430,118,595.0,0.0,1.0,0.09,8,[19],3
7,11,x7fb1035cc430,119,565.0,0.0,1.0,0.04,8,[19],3
7,11,x7fb1035cc430,120,265.0,0.0,0.0,0.04,8,[19],3
7,11,x7fb1035cc430,121,165.0,0.0,1.0,0.04,8,[19],3
7,11,x7fb1035cc430,122,395.0,1.0,0.0,0.09,8,[19],3
7,11,x7fb1035cc430,123,365.0,1.0,0.0,0.04,8,[19],4
7,11,x7fb1035cc430,124,547.0,0.0,1.0,0.08,8,[20],3
7,11,x7fb1035cc430,125,250.0,0.0,0.0,0.09,3,[0],3
7,11,x7fb1035cc430,126,-150.0,0.0,0.0,0.06,8,[23],3
7,11,x7fb1035cc430,127,195.0,0.0,1.0,0.09,8,[19],3
7,11,x7fb1035cc430,128,-105.0,0.0,0.0,0.09,8,[19],3
7,11,x7fb1035cc430,129,0.0,0.0,1.0,0.12,8,[23],3
7,11,x7fb1035cc430,130,171.0,1.0,0.0,0.06,8,[9],4
7,11,x7fb1035cc430,131,265.0,0.0,0.0,0.04,8,[19],3
7,11,x7fb1035cc430,132,265.0,0.0,0.0,0.04,8,[19],3
7,11,x7fb1035cc430,133,395.0,1.0,0.0,0.09,8,[19],3
7,11,x7fb1035cc430,134,0.0,0.0,0.0,0.07,8,[20],3
7,11,x7fb1035cc430,135,300.0,0.0,1.0,0.07,8,[20],3
7,11,x7fb1035cc430,136,300.0,0.0,1.0,0.07,8,[23],3
7,11,x7fb1035cc430,137,174.0,1.0,0.0,0.03,8,[8],4
7,11,x7fb1035cc430,138,500.0,1.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,139,395.0,1.0,0.0,0.09,8,[19],3
7,11,x7fb1035cc430,140,0.0,0.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,141,400.0,0.0,0.0,0.07,8,[20],3
7,11,x7fb1035cc430,142,193.0,0.0,0.0,0.09,3,[0],4
7,11,x7fb1035cc430,143,700.0,0.0,1.0,0.07,8,[20],3
7,11,x7fb1035cc430,144,400.0,0.0,0.0,0.07,8,[20],3
7,11,x7fb1035cc430,145,400.0,0.0,0.0,0.03,7,[6],1
7,11,x7fb1035cc430,146,400.0,0.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,147,400.0,0.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,148,28.0,0.0,0.0,0.12,5,[6],2
7,11,x7fb1035cc430,149,50.0,0.0,0.0,0.07,3,[0],4
7,11,x7fb1035cc430,150,400.0,0.0,0.0,0.07,8,[20],3
7,11,x7fb1035cc430,151,400.0,0.0,0.0,0.07,8,[20],3
7,11,x7fb1035cc430,152,-135.0,0.0,0.0,0.04,8,[19],3
7,11,x7fb1035cc430,153,800.0,1.0,1.0,0.07,8,[20],3
7,11,x7fb1035cc430,154,278.0,0.0,0.0,0.03,6,[7],3
7,11,x7fb1035cc430,155,500.0,1.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,156,-150.0,0.0,0.0,0.09,3,[0],0
7,11,x7fb1035cc430,157,250.0,0.0,0.0,0.09,3,[0],0
7,11,x7fb1035cc430,158,-300.0,0.0,0.0,0.12,8,[23],1
7,11,x7fb1035cc430,159,267.0,1.0,1.0,0.09,3,[2],4
7,11,x7fb1035cc430,160,137.0,1.0,1.0,0.12,8,[9],4
7,11,x7fb1035cc430,161,647.0,1.0,1.0,0.08,8,[23],4
7,11,x7fb1035cc430,162,220.0,1.0,0.0,0.06,8,[8],4
7,11,x7fb1035cc430,163,500.0,1.0,0.0,0.08,2,[20],0
7,11,x7fb1035cc430,164,-350.0,0.0,0.0,0.09,3,[0],1
7,11,x7fb1035cc430,165,-135.0,0.0,0.0,0.04,8,[19],3
7,11,x7fb1035cc430,166,100.0,0.0,0.0,0.12,5,[6],3
7,11,x7fb1035cc430,167,0.0,0.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,168,400.0,0.0,0.0,0.04,4,[19],3
7,11,x7fb1035cc430,169,700.0,0.0,1.0,0.07,8,[23],3
7,11,x7fb1035cc430,170,250.0,0.0,0.0,0.09,3,[0],0
7,11,x7fb1035cc430,171,400.0,0.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,172,50.0,0.0,0.0,0.09,2,[1],2
7,11,x7fb1035cc430,173,250.0,0.0,0.0,0.09,3,[0],3
7,11,x7fb1035cc430,174,500.0,1.0,0.0,0.07,2,[23],3
7,11,x7fb1035cc430,175,400.0,0.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,176,400.0,0.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,177,250.0,0.0,0.0,0.09,3,[0],3
7,11,x7fb1035cc430,178,250.0,0.0,0.0,0.09,3,[0],0
7,11,x7fb1035cc430,179,0.0,0.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,180,365.0,1.0,0.0,0.04,8,[19],3
7,11,x7fb1035cc430,181,700.0,0.0,1.0,0.07,2,[23],3
7,11,x7fb1035cc430,182,0.0,0.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,183,0.0,0.0,0.0,0.07,7,[23],3
7,11,x7fb1035cc430,184,0.0,0.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,185,-153.0,0.0,0.0,0.08,8,[23],3
7,11,x7fb1035cc430,186,247.0,0.0,0.0,0.08,7,[23],3
7,11,x7fb1035cc430,187,250.0,0.0,0.0,0.09,3,[0],0
7,11,x7fb1035cc430,188,400.0,0.0,0.0,0.07,8,[20],3
7,11,x7fb1035cc430,189,0.0,0.0,0.0,0.04,2,[19],0
7,11,x7fb1035cc430,190,800.0,1.0,1.0,0.07,8,[23],3
7,11,x7fb1035cc430,191,247.0,0.0,0.0,0.08,8,[23],3
7,11,x7fb1035cc430,192,400.0,0.0,0.0,0.03,5,[6],2
7,11,x7fb1035cc430,193,295.0,0.0,0.0,0.09,8,[19],3
7,11,x7fb1035cc430,194,547.0,0.0,1.0,0.08,8,[20],3
7,11,x7fb1035cc430,195,250.0,0.0,0.0,0.09,3,[0],2
7,11,x7fb1035cc430,196,-50.0,0.0,0.0,0.09,3,[2],3
7,11,x7fb1035cc430,197,500.0,1.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,198,-43.0,0.0,0.0,0.03,7,[8],1
7,11,x7fb1035cc430,199,0.0,0.0,0.0,0.03,6,[6],2
7,11,x7fb1035cc430,200,100.0,0.0,0.0,0.12,5,[6],3
7,11,x7fb1035cc430,201,100.0,0.0,0.0,0.12,5,[6],2
7,11,x7fb1035cc430,202,250.0,0.0,0.0,0.09,3,[0],3
7,11,x7fb1035cc430,203,400.0,0.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,204,700.0,0.0,1.0,0.07,8,[20],3
7,11,x7fb1035cc430,205,-153.0,0.0,0.0,0.08,8,[23],3
7,11,x7fb1035cc430,206,0.0,0.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,207,-150.0,0.0,0.0,0.09,2,[1],0
7,11,x7fb1035cc430,208,-51.0,1.0,0.0,0.12,7,[9],4
7,11,x7fb1035cc430,209,400.0,0.0,0.0,0.07,8,[23],3
7,11,x7fb1035cc430,210,100.0,0.0,0.0,0.12,8,[23],3
7,11,x7fb1035cc430,211,301.0,0.0,0.0,0.03,7,[6],2
7,11,x7fb1035cc430,212,100.0,0.0,0.0,0.08,2,[19],3
7,11,x7fb1035cc430,213,0.0,0.0,0.0,0.07,8,[20],3
