1,20.2,0,Produkt A
6,27.0,0,Produkt A
21,50.6,0,Produkt A
31,61.9,0,Produkt C
34,83.3,0,Produkt A
39,28.7,0,Produkt B
44,43.5,0,Produkt D
49,80.2,0,Produkt A
64,55.7,0,Produkt A
69,42.7,0,Produkt B
72,104.1,9.7,Produkt A
79,127.2,6.8,Produkt A
90,38.3,0,Produkt B
91,113.2,14.8,Produkt C
96,47.7,0,Produkt B
100,122.8,15.4,Produkt A
103,55.1,0,Produkt B
104,88.3,0,Produkt A
106,65.1,0,Produkt B
111,49.9,0,Produkt B
116,155.0,47.6,Produkt A
117,69.9,0,Produkt B
120,69.3,0,Produkt B
122,175.1,64.7,Produkt A
129,62.1,0,Produkt B
131,74.1,0,Produkt B
136,198.3,89.9,Produkt A
137,174.0,74.6,Produkt C
138,205.7,90.3,Produkt A
145,109.1,0,Produkt B
146,98.4,0,Produkt B
150,197.6,86.2,Produkt C
161,89.1,0,Produkt D
177,134.9,31.5,Produkt C
182,123.2,30.2,Produkt B
184,123.6,4.6,Produkt B
187,80.5,0,Produkt B
188,144.1,46.7,Produkt A
203,161.1,52.7,Produkt A
216,184.2,91.8,Produkt A
217,58.7,0,Produkt B
218,196.3,79.9,Produkt A
221,82.1,0,Produkt B
222,87.3,0,Produkt B
226,162.1,59.0,Produkt D
230,138.5,31.1,Produkt A
234,122.3,23.3,Produkt B
239,179.0,75.6,Produkt C
243,101.8,0,Produkt D
244,150.4,38.4,Produkt B
245,182.3,85.9,Produkt A
255,143.8,34.4,Produkt A
257,111.2,12.2,Produkt B
263,180.2,61.8,Produkt A
264,146.9,51.9,Produkt B
267,196.8,76.4,Produkt A
275,116.9,16.5,Produkt A
291,174.2,76.8,Produkt A
292,82.4,0,Produkt D
296,186.7,82.3,Produkt C
306,185.1,74.7,Produkt A
308,126.4,28.3,Produkt D
312,131.1,14.1,Produkt B
314,120.0,7.0,Produkt B
317,196.4,96.0,Produkt A
318,99.1,5.1,Produkt B
319,138.5,31.5,Produkt B
327,130.8,10.8,Produkt B
328,188.3,68.9,Produkt C
342,158.6,57.2,Produkt C
344,185.5,75.1,Produkt A
345,91.2,0,Produkt B
354,164.3,57.0,Produkt C
355,170.4,53.0,Produkt A
356,189.6,72.2,Produkt A
364,181.3,65.9,Produkt C
376,53.3,0,Produkt B
378,140.6,47.2,Produkt A
379,163.0,50.6,Produkt A
398,151.5,56.1,Produkt A
408,48.4,0,Produkt B
409,101.3,0,Produkt B
436,109.5,2.5,Produkt B
437,61.4,0,Produkt B
442,181.8,86.4,Produkt A
445,176.2,61.8,Produkt A
458,175.4,54.0,Produkt C
475,89.6,0,Produkt B
478,115.4,13.4,Produkt B
482,141.6,44.2,Produkt A
484,103.1,11.1,Produkt B
489,154.7,60.3,Produkt A
493,138.3,41.9,Produkt A
494,204.5,102.1,Produkt C
497,112.1,0,Produkt B
498,205.6,108.2,Produkt A
509,147.2,46.2,Produkt B
512,211.9,108.5,Produkt C
513,143.7,25.6,Produkt D
522,208.7,87.3,Produkt A
525,128.8,14.4,Produkt A
531,166.5,49.1,Produkt C
533,150.8,47.4,Produkt A
544,193.3,81.9,Produkt A
545,178.8,70.3,Produkt A
558,91.5,0,Produkt D
577,138.8,30.8,Produkt B
587,114.2,0,Produkt B
598,100.9,0.8,Produkt D
601,111.9,8.9,Produkt B
605,103.1,6.1,Produkt B
610,197.8,78.4,Produkt C
612,145.3,40.9,Produkt A
613,207.7,95.3,Produkt A
615,186.4,81.0,Produkt A
620,76.6,0,Produkt B
631,130.2,17.2,Produkt B
639,93.7,0,Produkt B
648,202.1,101.7,Produkt C
659,37.0,0,Produkt B
667,144.1,46.7,Produkt A
668,220.9,118.5,Produkt C
671,49.9,0,Produkt B
680,34.3,0,Produkt B
682,180.0,88.6,Produkt A
684,196.8,95.4,Produkt A
692,36.7,0,Produkt D
695,71.1,0,Produkt B
698,59.6,0,Produkt B
718,205.9,86.5,Produkt A
723,174.5,79.1,Produkt A
727,83.6,0,Produkt D
728,105.6,0,Produkt B
735,179.4,65.0,Produkt C
738,64.5,0,Produkt B
740,54.2,0,Produkt B
741,120.5,18.5,Produkt B
749,185.2,71.8,Produkt A
768,120.4,23.4,Produkt B
771,115.4,0,Produkt B
772,131.2,17.2,Produkt B
774,137.8,25.8,Produkt B
775,159.4,49.0,Produkt A
779,131.7,24.3,Produkt C
791,116.8,13.8,Produkt B
793,120.9,15.9,Produkt B
797,176.2,76.8,Produkt C
799,211.3,101.9,Produkt A
800,159.7,65.3,Produkt A
813,115.5,7.5,Produkt B
814,197.3,105.9,Produkt A
816,193.8,76.4,Produkt C
818,189.4,81.0,Produkt A
823,114.6,0,Produkt D
829,210.2,91.8,Produkt A
830,99.6,0,Produkt B
834,53.9,0,Produkt B
837,89.0,0,Produkt B
847,188.9,73.5,Produkt A
862,100.4,0,Produkt D
863,188.3,85.9,Produkt C
868,79.6,0,Produkt B
878,168.8,45.4,Produkt C
880,179.9,63.5,Produkt A
886,252.4,136.0,Produkt A
891,52.3,0,Produkt D
893,151.0,37.6,Produkt C
894,100.1,0,Produkt B
900,97.8,0.8,Produkt B
903,217.0,119.6,Produkt A
914,121.6,8.6,Produkt B
915,153.4,34.4,Produkt B
923,220.1,119.7,Produkt A
942,116.7,0,Produkt B
947,221.6,115.2,Produkt A
953,101.0,0,Produkt B
958,116.7,16.7,Produkt B
972,128.1,19.1,Produkt B
978,149.1,30.7,Produkt A
979,138.3,21.9,Produkt A
982,159.3,42.9,Produkt A
983,100.7,5.3,Produkt A
993,137.6,20.2,Produkt C
994,202.1,90.7,Produkt A
996,144.9,37.5,Produkt C
997,127.3,30.9,Produkt A
1002,142.3,33.9,Produkt A
1004,57.8,0,Produkt B
1006,56.1,0,Produkt D
1017,151.7,53.3,Produkt A
1020,174.6,49.2,Produkt C
1024,96.6,0,Produkt B
1030,97.0,0,Produkt B
1035,191.6,90.2,Produkt C
1038,203.3,92.9,Produkt A
1042,193.0,93.6,Produkt C
1044,150.0,43.6,Produkt C
1046,43.0,0,Produkt B
1051,185.0,69.6,Produkt A
1052,143.9,40.5,Produkt A
1053,155.3,50.9,Produkt A
1060,58.0,0,Produkt B
1069,76.9,0,Produkt B
1070,511.7,390.3,Produkt A
1075,147.1,34.7,Produkt C
1076,96.2,0,Produkt D
1083,93.2,0,Produkt B
1084,118.6,0,Produkt D
1085,87.4,0,Produkt B
1086,127.1,21.7,Produkt A
1096,103.8,0,Produkt B
1097,109.0,10.0,Produkt B
1099,143.1,38.7,Produkt A
1103,143.4,35.0,Produkt A
1105,101.5,5.1,Produkt C
1109,163.9,47.5,Produkt C
1119,53.0,0,Produkt B
1120,145.9,34.5,Produkt A
1122,136.0,15.0,Produkt B
1125,87.5,0,Produkt D
1142,95.5,0,Produkt A
1144,82.4,0,Produkt D
1145,116.1,0,Produkt C
1146,90.1,0,Produkt A
1151,69.5,0,Produkt B
1153,95.0,0,Produkt C
1161,61.4,0,Produkt B
1164,68.9,0,Produkt B
1167,120.1,0,Produkt A
1179,68.6,0,Produkt B
1194,124.6,27.6,Produkt B
1201,113.1,0,Produkt A
1204,95.4,0,Produkt B
1209,136.0,34.6,Produkt A
1214,146.6,33.2,Produkt A
1220,65.7,0,Produkt B
1224,65.8,0,Produkt B
1227,86.5,0,Produkt B
1235,98.9,0,Produkt A
1240,111.9,2.5,Produkt A
1244,82.9,0,Produkt D
1252,137.7,19.3,Produkt A
1258,169.9,63.5,Produkt A
1261,73.2,0,Produkt B
1263,84.5,0,Produkt A
1264,138.1,32.7,Produkt C
1267,151.3,42.9,Produkt A
1271,46.6,0,Produkt B
1280,52.0,0,Produkt B
1281,62.5,0,Produkt B
1288,180.0,86.6,Produkt A
1292,26.5,0,Produkt D
1295,152.3,52.9,Produkt C
1304,116.6,18.2,Produkt C
1307,22.1,0,Produkt B
1309,37.5,0,Produkt B
1313,192.6,78.2,Produkt C
1316,133.5,31.1,Produkt A
1321,31.6,0,Produkt D
1324,55.7,0,Produkt D
1326,46.8,0,Produkt D
1333,128.9,11.4,Produkt A
1340,124.5,6.1,Produkt A
1343,22.0,0,Produkt B
1344,31.6,0,Produkt D
1348,98.7,0,Produkt C
1357,65.1,0,Produkt B
1363,103.1,11.7,Produkt A
1364,78.4,0,Produkt A
1376,95.5,0,Produkt B
1378,83.3,0,Produkt A
1380,74.1,0,Produkt B
1385,89.4,0,Produkt D
1387,60.3,0,Produkt B
1388,106.8,5.4,Produkt A
1391,99.8,0,Produkt D
1393,65.4,0,Produkt B
1394,146.3,36.9,Produkt A
1404,135.6,19.2,Produkt A
1406,136.0,14.6,Produkt C
1408,53.0,0,Produkt B
1413,137.3,31.9,Produkt A
1421,85.6,0,Produkt B
1422,174.3,47.9,Produkt C
1423,163.4,62.0,Produkt C
1425,71.4,0,Produkt D
1429,96.4,0,Produkt D
1435,152.8,30.4,Produkt C
1439,74.8,0,Produkt B
1442,82.3,0,Produkt B
1443,76.8,0,Produkt B
1449,88.1,0,Produkt B
1453,75.0,0,Produkt B
1455,98.0,4.6,Produkt A
1480,26.4,0,Produkt B
1498,36.4,0,Produkt B
1503,117.2,13.8,Produkt A
1508,41.7,0,Produkt D
1509,42.2,0,Produkt B
1511,101.7,1.3,Produkt A
1513,46.7,0,Produkt D
1516,107.3,0,Produkt A
1520,127.2,8.8,Produkt A
1524,90.0,0,Produkt A
1531,113.6,0,Produkt A
1537,85.3,0,Produkt A
1539,54.2,0,Produkt B
1546,159.3,44.9,Produkt C
1555,125.1,13.7,Produkt C
1566,137.2,20.8,Produkt C
1568,43.9,0,Produkt B
1570,43.8,0,Produkt B
1572,48.6,0,Produkt D
1576,53.6,0,Produkt D
1578,112.2,13.8,Produkt A
1582,132.9,29.5,Produkt C
1597,110.6,15.2,Produkt A
1608,87.8,0,Produkt C
1612,21.9,0,Produkt B
1617,31.9,0,Produkt B
1619,52.8,0,Produkt B
1625,160.3,57.9,Produkt A
1626,122.8,25.4,Produkt A
1629,1053.7,937.3,Produkt A
1635,38.8,0,Produkt B
1681,27.4,0,Produkt B
1683,32.4,0,Produkt B
1686,22.4,0,Produkt B
1690,101.3,0,Produkt A
1691,85.3,0,Produkt A
1702,112.2,7.8,Produkt A
1704,30.5,0,Produkt D
1706,37.2,0,Produkt B
1709,164.6,61.2,Produkt A
1710,122.4,22.0,Produkt C
1713,154.3,44.9,Produkt A
1714,22.1,0,Produkt B
1725,132.6,18.2,Produkt A
1726,27.1,0,Produkt B
1732,116.6,0,Produkt C
1734,117.2,0,Produkt A
1735,161.3,47.9,Produkt A
1745,36.8,0,Produkt D
1749,22.2,0,Produkt B
1750,27.2,0,Produkt B
1753,128.9,27.5,Produkt A
1758,133.6,35.2,Produkt C
