3,2,0,1,0,1
9,6,0,5,0,1
11,7,0,6,0,1
17,10,0,8,0,2
19,11,0,9,0,2
20,12,0,10,0,2
22,12,0,10,0,2
24,11,0,10,0,1
27,12,0,11,0,1
28,13,0,12,0,1
30,13,0,12,0,1
32,13,0,12,0,1
35,14,0,13,0,1
37,15,0,14,0,1
51,17,0,16,0,1
52,17,0,16,0,1
56,18,0,17,0,1
59,20,0,19,0,1
61,20,0,19,0,1
62,21,0,19,0,2
65,22,0,20,0,2
67,22,0,20,0,2
68,23,0,20,0,3
74,22,0,19,0,3
83,21,0,17,0,4
85,22,0,18,0,4
89,22,0,16,0,6
93,23,0,18,0,5
94,24,0,19,0,5
97,25,0,20,0,5
99,25,0,19,0,6
102,26,0,20,0,6
105,27,0,20,0,7
107,27,0,21,0,6
108,27,0,21,0,6
110,27,0,20,0,7
112,28,0,21,0,7
119,30,0,24,0,6
128,31,0,24,0,7
132,30,0,24,0,6
139,33,0,26,0,7
140,32,0,25,0,7
143,32,0,25,0,7
153,34,0,27,0,7
155,35,0,28,0,7
156,34,0,27,0,7
159,35,0,27,0,8
160,35,0,27,0,8
162,35,0,27,0,8
164,34,0,27,0,7
172,36,0,29,0,7
174,36,0,29,0,7
175,37,0,30,0,7
176,37,0,30,0,7
180,36,0,31,0,5
185,38,0,33,0,5
194,38,0,31,0,7
195,39,0,32,0,7
202,41,0,34,0,7
206,41,0,32,0,9
210,41,0,31,0,10
224,43,0,33,0,10
225,43,0,33,0,10
231,45,0,34,0,11
237,44,0,33,0,11
241,45,0,34,0,11
250,47,0,36,0,11
254,47,0,36,0,11
271,49,0,36,0,13
273,49,0,36,0,13
277,50,0,37,0,13
278,49,0,36,0,13
284,48,0,36,0,12
293,48,0,36,0,12
300,53,0,39,0,14
303,53,0,40,0,13
325,50,0,40,0,10
330,53,0,41,0,12
337,54,0,43,0,11
341,54,0,43,0,11
346,57,0,46,0,11
352,54,0,43,0,11
371,52,0,41,0,11
377,50,0,39,0,11
381,49,0,38,0,11
395,50,0,39,0,11
399,55,0,41,0,14
405,53,0,40,0,13
407,53,0,40,0,13
410,53,0,40,0,13
411,52,0,39,0,13
412,51,0,38,0,13
413,51,0,38,0,13
417,51,0,38,0,13
418,50,0,38,0,12
419,52,0,40,0,12
425,52,0,40,0,12
427,53,0,41,0,12
428,53,0,41,0,12
434,52,0,41,0,11
439,54,0,41,0,13
444,52,0,39,0,13
449,55,0,42,0,13
454,55,0,42,0,13
455,55,0,42,0,13
457,55,0,42,0,13
460,55,0,42,0,13
463,56,0,43,0,13
468,58,0,45,0,13
477,54,0,42,0,12
492,60,0,46,0,14
499,56,0,44,0,12
500,58,0,43,0,15
501,58,0,43,0,15
504,57,0,42,0,15
510,56,0,41,0,15
514,53,0,39,0,14
515,53,0,39,0,14
