3,24.6,0,Produkt B
9,37.1,0,Produkt A
11,43.7,0,Produkt A
17,42.6,0,Produkt A
19,43.8,0,Produkt A
20,31.3,0,Produkt B
22,26.5,0,Produkt D
24,28.7,0,Produkt B
27,81.2,0,Produkt A
28,52.6,0,Produkt A
30,80.6,0,Produkt A
32,82.0,0,Produkt A
35,97.4,0,Produkt A
37,97.8,0,Produkt C
51,92.2,0,Produkt A
52,44.4,0,Produkt B
56,141.0,34.6,Produkt A
59,97.7,0,Produkt A
61,104.3,0,Produkt A
62,39.7,0,Produkt D
65,39.9,0,Produkt B
67,41.2,0,Produkt B
68,122.4,16.0,Produkt A
74,89.2,0,Produkt A
83,155.7,44.3,Produkt C
85,37.6,0,Produkt B
89,159.8,48.4,Produkt C
93,63.5,0,Produkt D
94,113.5,7.1,Produkt A
97,67.0,0,Produkt B
99,108.8,2.4,Produkt A
102,62.4,0,Produkt B
105,144.9,38.5,Produkt A
107,156.8,50.4,Produkt A
108,66.4,0,Produkt B
110,73.2,0,Produkt B
112,74.5,0,Produkt B
119,144.0,37.6,Produkt A
128,141.8,35.4,Produkt A
132,181.8,75.4,Produkt A
139,134.9,23.5,Produkt C
140,81.7,0,Produkt B
143,187.6,81.2,Produkt A
153,162.7,51.3,Produkt C
155,166.5,55.1,Produkt C
156,195.6,84.2,Produkt C
159,73.5,0,Produkt D
160,170.9,64.5,Produkt A
162,184.4,78.0,Produkt A
164,98.1,0,Produkt B
172,178.8,67.3,Produkt C
174,192.6,86.2,Produkt A
175,59.6,0,Produkt D
176,81.5,0,Produkt B
180,97.0,0,Produkt B
185,96.9,0,Produkt B
194,105.6,0,Produkt B
195,147.7,41.3,Produkt A
202,102.3,0,Produkt D
206,174.3,67.9,Produkt A
210,88.0,0,Produkt B
224,150.4,44.0,Produkt A
225,106.0,0,Produkt B
231,111.5,4.5,Produkt B
237,137.6,30.6,Produkt B
241,189.7,82.7,Produkt B
250,180.1,73.7,Produkt A
254,180.9,74.5,Produkt A
271,115.1,8.1,Produkt B
273,147.2,40.2,Produkt B
277,148.8,42.4,Produkt A
278,141.7,34.7,Produkt B
284,193.0,86.6,Produkt A
293,119.4,6.3,Produkt D
300,134.7,23.3,Produkt C
303,181.4,75.0,Produkt A
325,148.8,41.8,Produkt B
330,151.2,38.1,Produkt D
337,167.6,61.2,Produkt A
341,170.0,63.6,Produkt A
346,112.2,5.2,Produkt B
352,148.2,41.2,Produkt B
371,143.8,37.4,Produkt A
377,74.6,0,Produkt B
381,133.1,21.7,Produkt C
395,26.9,0,Produkt B
399,36.7,0,Produkt D
405,162.4,56.0,Produkt A
407,145.3,33.9,Produkt C
410,65.9,0,Produkt D
411,69.5,0,Produkt D
412,151.5,45.1,Produkt A
413,224.2,117.8,Produkt A
417,156.8,50.4,Produkt A
418,53.4,0,Produkt B
419,58.4,0,Produkt B
425,82.1,0,Produkt B
427,71.6,0,Produkt B
428,76.7,0,Produkt B
434,150.2,43.8,Produkt A
439,55.8,0,Produkt B
444,152.0,45.6,Produkt A
449,77.1,0,Produkt B
454,214.9,108.5,Produkt A
455,200.6,94.2,Produkt A
457,55.8,0,Produkt B
460,63.6,0,Produkt B
463,67.0,0,Produkt B
468,191.6,85.2,Produkt A
477,210.1,98.7,Produkt C
492,177.6,66.2,Produkt C
499,137.4,31.0,Produkt A
500,62.7,0,Produkt D
501,73.9,0,Produkt B
504,78.7,0,Produkt B
510,99.2,0,Produkt B
514,185.4,74.0,Produkt C
515,193.9,87.5,Produkt A
516,201.4,90.0,Produkt C
518,74.3,0,Produkt B
520,111.4,4.4,Produkt B
521,204.5,93.1,Produkt C
523,179.0,72.6,Produkt A
534,156.5,50.1,Produkt A
536,88.7,0,Produkt B
540,166.9,60.5,Produkt A
542,85.5,0,Produkt B
543,167.0,60.6,Produkt A
547,59.6,0,Produkt B
550,53.2,0,Produkt B
551,74.0,0,Produkt B
552,155.5,49.1,Produkt A
555,153.2,41.8,Produkt C
556,64.0,0,Produkt B
559,70.5,0,Produkt D
566,74.3,0,Produkt B
569,98.2,0,Produkt B
573,133.3,26.9,Produkt A
579,74.6,0,Produkt B
580,156.8,45.4,Produkt C
582,117.2,10.2,Produkt B
583,171.1,59.7,Produkt C
586,166.4,60.0,Produkt A
594,161.5,55.1,Produkt A
619,71.5,0,Produkt B
626,128.5,17.1,Produkt C
630,118.1,11.7,Produkt A
645,170.9,64.5,Produkt A
649,159.4,48.0,Produkt C
654,32.5,0,Produkt B
655,58.9,0,Produkt B
658,63.2,0,Produkt D
660,42.3,0,Produkt B
670,34.2,0,Produkt B
673,149.0,42.6,Produkt A
674,174.4,63.0,Produkt C
676,34.0,0,Produkt B
685,175.4,69.0,Produkt A
696,147.1,40.7,Produkt A
701,45.7,0,Produkt D
705,158.1,51.7,Produkt A
709,47.8,0,Produkt B
714,83.7,0,Produkt B
715,152.0,45.6,Produkt A
720,169.3,62.9,Produkt A
732,174.4,68.0,Produkt A
734,64.3,0,Produkt B
737,32.8,0,Produkt B
747,63.3,0,Produkt D
748,63.8,0,Produkt B
751,69.9,0,Produkt B
752,75.1,0,Produkt B
763,154.3,47.9,Produkt A
766,83.5,0,Produkt B
776,83.5,0,Produkt B
783,131.9,25.5,Produkt A
784,94.1,0,Produkt B
790,139.8,33.4,Produkt A
798,155.7,44.3,Produkt C
803,67.2,0,Produkt B
809,77.3,0,Produkt D
812,93.2,0,Produkt B
825,166.4,60.0,Produkt A
832,51.3,0,Produkt B
836,216.1,109.7,Produkt A
842,50.8,0,Produkt B
843,154.9,48.5,Produkt A
844,74.7,0,Produkt D
848,311.8,205.4,Produkt A
849,123.7,12.3,Produkt C
855,110.2,3.2,Produkt B
859,120.2,13.2,Produkt B
877,113.6,0.5,Produkt D
