0,21.8,0,Produkt B
2,34.1,0,Produkt C
4,20.4,0,Produkt A
5,33.7,0,Produkt D
7,30.3,0,Produkt A
8,33.7,0,Produkt A
10,40.4,0,Produkt A
12,90.2,0,Produkt A
13,61.0,0,Produkt A
14,85.7,0,Produkt A
15,21.9,0,Produkt B
16,39.1,0,Produkt A
18,24.7,0,Produkt B
23,83.8,0,Produkt A
25,53.3,0,Produkt A
26,30.1,0,Produkt B
29,66.6,0,Produkt A
33,21.8,0,Produkt B
36,90.0,0,Produkt A
38,22.0,0,Produkt B
40,67.2,0,Produkt D
41,50.2,0,Produkt B
42,136.6,20.2,Produkt A
45,52.1,0,Produkt D
46,144.2,22.8,Produkt C
47,110.2,0,Produkt C
48,146.0,49.6,Produkt A
50,109.2,0,Produkt C
54,170.5,47.1,Produkt C
57,75.0,0,Produkt A
58,42.3,0,Produkt D
60,149.1,47.7,Produkt A
66,147.6,31.2,Produkt A
70,70.5,0,Produkt A
71,44.0,0,Produkt B
73,45.4,0,Produkt B
76,111.9,5.5,Produkt A
77,48.0,0,Produkt B
78,160.3,33.9,Produkt C
80,57.3,0,Produkt D
81,61.4,0,Produkt B
82,163.8,50.4,Produkt A
84,170.5,75.1,Produkt A
86,176.3,74.9,Produkt C
87,175.2,76.8,Produkt A
88,58.2,0,Produkt B
92,175.9,62.5,Produkt A
98,59.7,0,Produkt B
101,163.4,60.0,Produkt A
109,158.2,56.8,Produkt A
113,104.5,0,Produkt B
114,179.9,55.5,Produkt C
115,183.6,62.2,Produkt A
118,78.6,0,Produkt B
121,46.1,0,Produkt B
123,178.4,81.0,Produkt A
124,81.8,0,Produkt D
125,243.0,118.6,Produkt C
126,187.6,81.2,Produkt C
127,87.4,0,Produkt B
130,109.8,0,Produkt B
133,127.0,11.6,Produkt A
134,115.3,16.2,Produkt D
135,82.1,0,Produkt B
141,91.2,0,Produkt D
142,66.1,0,Produkt D
144,87.9,0,Produkt B
147,144.0,38.6,Produkt A
148,114.0,14.0,Produkt B
149,144.9,29.9,Produkt B
152,175.5,70.1,Produkt A
