7,10,x7f544a4d66a0,1,250;0,0;0,0;0,0;03,2,[6],2
7,10,x7f544a4d66a0,2,50;0,0;0,0;0,0;12,2,[0],2
7,10,x7f544a4d66a0,3,511;0,0;0,1;0,0;09,3,[0],4
7,10,x7f544a4d66a0,4,250;0,0;0,1;0,0;09,3,[2],3
7,10,x7f544a4d66a0,5,551;0,0;0,1;0,0;03,4,[8],0
7,10,x7f544a4d66a0,6,50;0,0;0,0;0,0;07,2,[1],0
7,10,x7f544a4d66a0,7,150;0,0;0,0;0,0;12,3,[0],2
7,10,x7f544a4d66a0,8,100;0,0;0,0;0,0;12,4,[6],2
7,10,x7f544a4d66a0,9,50;0,0;0,0;0,0;07,3,[0],1
7,10,x7f544a4d66a0,10,250;0,1;0,0;0,0;09,3,[0],0
7,10,x7f544a4d66a0,11,426;0,1;0,0;0,0;0,4,[9],1
7,10,x7f544a4d66a0,12,0;0,0;0,1;0,0;12,4,[20],3
7,10,x7f544a4d66a0,13,-350;0,0;0,0;0,0;12,3,[0],2
7,10,x7f544a4d66a0,14,150;0,1;0,0;0,0;12,3,[0],4
7,10,x7f544a4d66a0,15,550;0,0;0,1;0,0;09,3,[0],3
7,10,x7f544a4d66a0,16,250;0,0;0,0;0,0;12,3,[0],4
7,10,x7f544a4d66a0,17,-169;0,0;0,0;0,0;09,3,[0],0
7,10,x7f544a4d66a0,18,350;0,1;0,0;0,0;12,3,[0],4
7,10,x7f544a4d66a0,19,650;0,1;0,1;0,0;09,3,[0],0
7,10,x7f544a4d66a0,20,-350;0,0;0,0;0,0;09,3,[0],0
7,10,x7f544a4d66a0,21,650;0,1;0,1;0,0;12,3,[0],1
7,10,x7f544a4d66a0,22,234;0,1;0,0;0,0;12,3,[0],2
7,10,x7f544a4d66a0,23,50;0,0;0,0;0,0;09,3,[0],4
7,10,x7f544a4d66a0,24,150;0,0;0,0;0,0;12,3,[0],2
7,10,x7f544a4d66a0,25,150;0,0;0,0;0,0;12,3,[0],2
7,10,x7f544a4d66a0,26,-400;0,0;0,0;0,0;12,3,[6],1
7,10,x7f544a4d66a0,27,650;0,1;0,1;0,0;07,3,[0],2
7,10,x7f544a4d66a0,28,-350;0,0;0,0;0,0;12,3,[0],2
7,10,x7f544a4d66a0,29,150;0,0;0,1;0,0;09,3,[0],3
7,10,x7f544a4d66a0,30,-450;0,0;0,0;0,0;12,3,[2],3
7,10,x7f544a4d66a0,31,150;0,1;0,0;0,0;12,3,[0],2
7,10,x7f544a4d66a0,32,252;0,1;0,0;0,0;09,3,[0],0
7,10,x7f544a4d66a0,33,350;0,1;0,0;0,0;12,3,[0],4
7,10,x7f544a4d66a0,34,50;0,0;0,0;0,0;12,3,[0],4
7,10,x7f544a4d66a0,35,550;0,0;0,1;0,0;09,3,[0],4
7,10,x7f544a4d66a0,36,50;0,0;0,0;0,0;12,3,[0],4
7,10,x7f544a4d66a0,37,400;0,0;0,0;0,0;03,4,[19],1
7,10,x7f544a4d66a0,38,50;0,0;0,0;0,0;09,3,[0],0
7,10,x7f544a4d66a0,39,150;0,0;0,1;0,0;12,3,[0],1
7,10,x7f544a4d66a0,40,150;0,1;0,0;0,0;09,3,[0],0
7,10,x7f544a4d66a0,41,300;0,0;0,1;0,0;03,4,[19],1
7,10,x7f544a4d66a0,42,300;0,0;0,1;0,0;07,3,[20],0
7,10,x7f544a4d66a0,43,650;0,1;0,1;0,0;09,3,[0],2
7,10,x7f544a4d66a0,44,300;0,0;0,1;0,0;03,3,[6],3
7,10,x7f544a4d66a0,45,200;0,1;0,0;0,0;07,3,[1],3
7,10,x7f544a4d66a0,46,-150;0,0;0,0;0,0;12,3,[0],0
7,10,x7f544a4d66a0,47,0;0,0;0,0;0,0;06,4,[20],3
7,10,x7f544a4d66a0,48,50;0,1;0,0;0,0;09,3,[2],4
7,10,x7f544a4d66a0,49,131;0,0;0,0;0,0;12,3,[0],4
7,10,x7f544a4d66a0,50,400;0,0;0,1;0,0;09,3,[1],3
7,10,x7f544a4d66a0,51,50;0,0;0,0;0,0;12,3,[0],4
7,10,x7f544a4d66a0,52,700;0,0;0,1;0,0;0,3,[7],3
7,10,x7f544a4d66a0,53,550;0,0;0,1;0,0;07,3,[0],2
7,10,x7f544a4d66a0,54,150;0,0;0,0;0,0;12,3,[0],0
7,10,x7f544a4d66a0,55,0;0,0;0,0;0,0;07,4,[23],3
7,10,x7f544a4d66a0,56,150;0,0;0,1;0,0;09,3,[0],0
7,10,x7f544a4d66a0,57,650;0,1;0,1;0,0;12,3,[0],0
7,10,x7f544a4d66a0,58,0;0,0;0,0;0,0;06,4,[23],3
7,10,x7f544a4d66a0,59,0;0,0;0,1;0,0;12,3,[6],1
7,10,x7f544a4d66a0,60,250;0,0;0,0;0,0;07,3,[0],1
7,10,x7f544a4d66a0,61,250;0,0;0,0;0,0;12,3,[0],2
7,10,x7f544a4d66a0,62,-250;0,0;0,0;0,0;09,3,[0],2
7,10,x7f544a4d66a0,63,250;0,1;0,0;0,0;12,3,[0],0
7,10,x7f544a4d66a0,64,50;0,0;0,0;0,0;12,3,[0],4
7,10,x7f544a4d66a0,65,0;0,0;0,0;0,0;07,4,[20],0
7,10,x7f544a4d66a0,66,150;0,0;0,1;0,0;09,3,[0],0
7,10,x7f544a4d66a0,67,-188;0,0;0,0;0,0;12,6,[6],2
7,10,x7f544a4d66a0,68,109;0,0;0,0;0,0;09,3,[0],0
7,10,x7f544a4d66a0,69,400;0,0;0,0;0,0;06,4,[23],3
7,10,x7f544a4d66a0,70,50;0,0;0,0;0,0;07,3,[0],0
7,10,x7f544a4d66a0,71,80;0,0;0,0;0,0;12,3,[0],0
7,10,x7f544a4d66a0,72,-151;0,0;0,1;0,0;12,4,[1],3
7,10,x7f544a4d66a0,73,-300;0,0;0,0;0,0;08,4,[19],3
7,10,x7f544a4d66a0,74,549;0,0;0,1;0,0;09,3,[0],0
7,10,x7f544a4d66a0,75,400;0,0;0,0;0,0;06,4,[7],3
7,10,x7f544a4d66a0,76,-300;0,0;0,0;0,0;09,4,[19],3
7,10,x7f544a4d66a0,77,-150;0,0;0,0;0,0;09,3,[0],3
7,10,x7f544a4d66a0,78,274;0,1;0,0;0,0;12,3,[0],2
7,10,x7f544a4d66a0,79,0;0,0;0,0;0,0;03,4,[19],0
7,10,x7f544a4d66a0,80,200;0,1;0,0;0,0;09,3,[1],4
7,10,x7f544a4d66a0,81,50;0,0;0,0;0,0;12,3,[0],4
7,10,x7f544a4d66a0,82,250;0,0;0,0;0,0;07,3,[0],4
7,10,x7f544a4d66a0,83,-100;0,0;0,0;0,0;0,4,[9],1
7,10,x7f544a4d66a0,84,-300;0,0;0,0;0,0;08,4,[19],1
7,10,x7f544a4d66a0,85,400;0,0;0,1;0,0;12,4,[8],1
7,10,x7f544a4d66a0,86,200;0,1;0,0;0,0;08,4,[19],3
7,10,x7f544a4d66a0,87,86;0,0;0,0;0,0;09,3,[0],1
7,10,x7f544a4d66a0,88,250;0,0;0,0;0,0;09,3,[0],0
7,10,x7f544a4d66a0,89,-257;0,1;0,0;0,0;09,4,[0],4
7,10,x7f544a4d66a0,90,-150;0,0;0,0;0,0;12,3,[0],3
7,10,x7f544a4d66a0,91,700;0,0;0,1;0,0;08,4,[20],3
7,10,x7f544a4d66a0,92,-150;0,0;0,0;0,0;09,3,[0],2
7,10,x7f544a4d66a0,93,250;0,0;0,0;0,0;09,3,[0],3
7,10,x7f544a4d66a0,94,-150;0,0;0,0;0,0;03,5,[8],3
7,10,x7f544a4d66a0,95,244;0,1;0,0;0,0;07,3,[0],0
7,10,x7f544a4d66a0,96,-105;0,0;0,0;0,0;09,3,[19],3
7,10,x7f544a4d66a0,97,550;0,0;0,1;0,0;09,3,[0],0
7,10,x7f544a4d66a0,98,550;0,0;0,1;0,0;12,3,[0],4
7,10,x7f544a4d66a0,99,50;0,0;0,0;0,0;12,3,[0],0
7,10,x7f544a4d66a0,100,-150;0,0;0,0;0,0;12,3,[0],2
7,10,x7f544a4d66a0,101,-150;0,0;0,0;0,0;12,3,[0],0
7,10,x7f544a4d66a0,102,141;0,0;0,0;0,0;12,3,[0],0
7,10,x7f544a4d66a0,103,150;0,0;0,0;0,0;12,3,[0],4
7,10,x7f544a4d66a0,104,250;0,0;0,0;0,0;12,3,[0],4
7,10,x7f544a4d66a0,105,150;0,0;0,0;0,0;12,3,[0],4
7,10,x7f544a4d66a0,106,209;0,0;0,0;0,0;12,3,[0],4
7,10,x7f544a4d66a0,107,250;0,0;0,0;0,0;12,3,[0],0
7,10,x7f544a4d66a0,108,-50;0,0;0,0;0,0;12,3,[2],3
7,10,x7f544a4d66a0,109,50;0,0;0,0;0,0;12,3,[0],4
7,10,x7f544a4d66a0,110,550;0,0;0,1;0,0;09,3,[0],2
7,10,x7f544a4d66a0,111,-422;0,0;0,0;0,0;12,5,[6],2
7,10,x7f544a4d66a0,112,0;0,0;0,0;0,0;06,3,[8],3
7,10,x7f544a4d66a0,113,650;0,1;0,1;0,0;07,3,[0],0
7,10,x7f544a4d66a0,114,0;0,0;0,1;0,0;12,5,[6],1
7,10,x7f544a4d66a0,115,-50;0,0;0,0;0,0;09,3,[2],3
7,10,x7f544a4d66a0,116,350;0,1;0,0;0,0;09,2,[0],0
7,10,x7f544a4d66a0,117,550;0,0;0,1;0,0;07,3,[0],4
7,10,x7f544a4d66a0,118,400;0,0;0,0;0,0;06,3,[23],0
7,10,x7f544a4d66a0,119,400;0,0;0,0;0,0;07,6,[20],0
7,10,x7f544a4d66a0,120,-350;0,0;0,0;0,0;09,3,[0],1
7,10,x7f544a4d66a0,121,255;0,1;0,0;0,0;12,3,[0],1
7,10,x7f544a4d66a0,122,-150;0,0;0,0;0,0;09,3,[0],0
7,10,x7f544a4d66a0,123,250;0,0;0,1;0,0;07,3,[2],3
7,10,x7f544a4d66a0,124,-250;0,0;0,0;0,0;09,3,[0],0
7,10,x7f544a4d66a0,125,50;0,1;0,0;0,0;12,3,[2],4
7,10,x7f544a4d66a0,126,-592;0,0;0,0;0,0;12,4,[0],2
7,10,x7f544a4d66a0,127,350;0,1;0,0;0,0;12,3,[0],0
7,10,x7f544a4d66a0,128,-322;0,0;0,0;0,0;09,7,[0],0
7,10,x7f544a4d66a0,129,159;0,0;0,0;0,0;09,3,[0],1
7,10,x7f544a4d66a0,130,250;0,0;0,0;0,0;12,3,[0],0
7,10,x7f544a4d66a0,131,-294;0,0;0,0;0,0;09,4,[0],4
7,10,x7f544a4d66a0,132,400;0,0;0,0;0,0;03,2,[19],0
7,10,x7f544a4d66a0,133,150;0,1;0,0;0,0;09,2,[0],4
7,10,x7f544a4d66a0,134,-150;0,0;0,0;0,0;07,3,[0],1
7,10,x7f544a4d66a0,135,150;0,1;0,0;0,0;12,3,[0],4
7,10,x7f544a4d66a0,136,500;0,1;0,1;0,0;12,3,[1],3
7,10,x7f544a4d66a0,137,250;0,0;0,0;0,0;09,3,[0],4
