25,130.5,6.689999999999998
40,107.85,48.920000000000016
63,145.75,9.110000000000014
74,143.95,20.139999999999986
113,127.49999999999999,60.860000000000014
118,292.79999999999995,156.15999999999997
136,307.8,206.25
143,190.7,54.06000000000006
161,291.09999999999997,189.54999999999995
170,187.4,50.75999999999999
175,181.8,57.99000000000001
199,126.72999999999999,0
211,84.5,17.860000000000014
224,62.0,0
229,78.4,0
231,126.8,0
246,96.39999999999999,29.760000000000105
266,139.7,33.059999999999945
267,81.7,15.059999999999945
274,105.10000000000001,51.289999999999964
329,212.85000000000002,153.91999999999985
339,289.55,182.90999999999985
350,240.75,174.1099999999999
407,67.05,0
454,102.0,0.4500000000000455
478,90.0,0
522,70.1,0
542,103.6,2.049999999999727
543,107.9,6.349999999999909
566,98.0,0
567,76.19999999999999,0
632,91.60000000000001,0
634,111.4,44.76000000000022
640,85.81,0
713,76.41,0
721,130.1,0
738,160.25,28.699999999999818
806,84.69999999999999,23.149999999999636
831,102.50000000000001,40.94999999999982
854,70.0,0
855,79.3,0
856,101.20000000000002,34.559999999999945
869,78.6,0
875,63.800000000000004,0
877,112.35,5.710000000000036
912,103.4,0
929,103.80000000000001,0
935,95.9,0
944,120.85,59.29999999999973
965,75.3,0
1006,100.0,38.44999999999982
1018,94.4,0
1061,105.5,3.949999999999818
1123,120.4,0
1148,160.51,53.86999999999989
1151,91.6,0
1165,86.1,0
1185,130.95,24.30999999999949
1204,98.80000000000001,0
1214,114.94000000000001,56.00999999999931
1258,92.53999999999999,30.98999999999978
1272,103.84000000000002,0
1277,70.96,0
1285,83.64000000000001,0
1303,111.2,0
1329,98.60000000000001,31.960000000000036
1365,86.9,25.349999999999454
1374,97.4,0
1398,95.06,33.51000000000022
1419,119.6,0
1441,128.70000000000002,62.05999999999949
1455,109.75999999999999,0
1458,69.7,0
1488,96.9,0
1489,112.60000000000001,0
1493,81.3,14.659999999999854
1498,107.60000000000001,40.960000000000036
1513,83.69999999999999,0
1517,83.53999999999999,21.98999999999978
1693,93.96,0
1698,93.83999999999999,0
1716,92.04,0
1724,67.34,0
1761,112.69999999999999,0
1762,135.26,33.710000000000036
1766,100.76,0
1775,71.0,0
1781,91.60000000000001,0
1814,87.04,0
1815,112.25999999999999,0
1820,102.89999999999999,0
1866,90.64,0
1869,102.4,40.849999999999454
1873,81.36,0
1874,121.8,0
1879,82.33999999999999,0
1907,84.3,17.659999999999854
1926,107.60000000000001,0
1935,115.24000000000001,0
1966,118.30000000000001,0
1998,110.18,0
2003,126.1,19.460000000000036
2035,103.3,1.7499999999990905
2040,112.6,0
2046,110.1,0
2104,57.0,0
2105,99.6,0
2119,101.30000000000001,0
2120,99.30000000000001,0
2129,129.5,0
2169,61.1,7.290000000000873
2211,85.9,0
2291,93.1,0
2334,83.49999999999999,0
2350,81.9,0
2364,99.7,0
2373,106.9,0
2398,106.19999999999999,0
2424,110.37,0
2453,144.05,42.5
2457,118.71000000000001,52.06999999999971
2488,144.40999999999997,37.77000000000044
2523,119.80000000000001,0
2554,76.81,0
2557,116.88999999999999,0
2562,86.59,0
2565,93.19999999999999,0
2569,69.5,0
2580,90.9,0
2599,65.9,0
2611,94.82,0
2650,127.37,0
2654,90.9,0
2662,106.1,44.55000000000109
2665,97.91000000000001,0
2679,85.19,0
2703,127.08999999999999,25.540000000000873
2719,78.41,0
2722,88.2,21.56000000000131
2803,92.19,0
2835,104.9,0
2846,100.59,0
2853,76.0,0
2857,124.7,0
2860,81.89,0
2863,94.72,0
2874,70.59,11.659999999999854
2882,77.8,0
2915,123.28999999999999,16.650000000001455
2917,124.5,0
2935,52.3,0
3019,111.6,10.050000000001091
3107,62.78999999999999,0
3140,75.20000000000002,0
3146,83.09,0
3156,59.10000000000001,0.17000000000007276
3174,53.3,0
3206,95.19999999999999,0
3266,73.10000000000001,0
3293,122.11,0
3323,81.2,0
3360,98.00999999999999,36.460000000000946
3362,96.91000000000001,0
3370,65.0,0
3398,95.39999999999999,0
3406,90.5,0
3442,104.45,42.900000000001455
3448,117.49999999999999,15.950000000000728
3453,84.45,0
3468,115.85000000000001,0
3473,82.0,20.450000000000728
3483,81.7,20.150000000001455
3526,109.05,47.5
3555,51.949999999999996,0
3560,102.15,0
3565,93.2,0
3639,96.86,0
3659,98.85000000000001,39.92000000000007
3726,100.35,0
3758,113.06000000000002,0
3767,109.21,0
3797,118.4,56.850000000000364
3821,136.31,0
3825,112.3,45.659999999999854
3883,109.0,47.45000000000073
3885,83.61,0
3896,100.0,0
3897,99.11,0
3898,121.6,20.05000000000109
3904,101.2,0
3907,107.7,0
3911,61.49,0
3934,94.00000000000001,27.360000000000582
3963,105.31,0
3987,84.41000000000001,0
3990,115.4,0
3993,75.31000000000002,13.760000000000218
4001,100.99000000000001,0
4029,100.89999999999999,47.090000000000146
4085,97.60000000000001,0
4104,68.7,0
4120,68.7,0
4121,52.1,0
4139,108.39999999999999,0
4151,82.6,0
4191,88.9,0
4196,154.6,23.049999999999272
4212,103.89999999999999,44.970000000001164
4215,140.2,3.5600000000013097
4220,110.63999999999999,0
4252,114.8,13.25
4313,88.95,0
4327,60.8,0
4337,114.1,0
4342,121.8,20.25
4358,109.9,0
4380,103.9,0
