4,3,x7fc8dabc8b50,1,184.03,0.0,0.0,0.02,3,[2]
4,3,x7fc8dabc8b50,2,149.99,0.0,0.0,0.02,3,[2]
4,3,x7fc8dabc8b50,3,150.0,0.0,1.0,0.02,3,[2]
4,3,x7fc8dabc8b50,4,-150.0,0.0,0.0,0.02,2,[2]
4,3,x7fc8dabc8b50,5,150.0,1.0,0.0,0.02,2,[2]
4,3,x7fc8dabc8b50,6,350.0,1.0,0.0,0.02,3,[2]
4,3,x7fc8dabc8b50,7,250.0,0.0,0.0,0.02,2,[2]
4,3,x7fc8dabc8b50,8,-320.57,0.0,0.0,0.02,3,[2]
4,3,x7fc8dabc8b50,9,450.0,1.0,1.0,0.02,2,[2]
4,3,x7fc8dabc8b50,10,550.0,1.0,1.0,0.02,3,[2]
4,3,x7fc8dabc8b50,11,250.0,0.0,0.0,0.02,3,[2]
4,3,x7fc8dabc8b50,12,50.0,0.0,0.0,0.02,2,[2]
4,3,x7fc8dabc8b50,13,350.0,1.0,0.0,0.02,3,[2]
4,3,x7fc8dabc8b50,14,250.0,0.0,0.0,0.02,2,[2]
