6,10,x7f86ddecf6d0,1,100.0,0.0,0.37,2,[17],3
6,10,x7f86ddecf6d0,2,100.0,0.0,0.37,4,[17],3
6,10,x7f86ddecf6d0,3,300.0,0.0,0.27,3,[17],3
6,10,x7f86ddecf6d0,4,0.0,0.0,0.63,2,[6],1
6,10,x7f86ddecf6d0,5,-599.98,0.0,0.37,3,[6],2
6,10,x7f86ddecf6d0,6,800.0,2.0,0.0,2,[6],5
6,10,x7f86ddecf6d0,7,0.0,0.0,0.0,2,[6],1
6,10,x7f86ddecf6d0,8,300.0,1.0,0.37,2,[0],1
6,10,x7f86ddecf6d0,9,-36.22,0.0,0.27,8,[6],0
6,10,x7f86ddecf6d0,10,-79.16,0.0,0.27,7,[0],0
6,10,x7f86ddecf6d0,11,-500.0,0.0,0.37,3,[1],3
6,10,x7f86ddecf6d0,12,200.0,1.0,0.27,2,[20],5
6,10,x7f86ddecf6d0,13,-300.0,0.0,0.27,6,[6],0
6,10,x7f86ddecf6d0,14,-47.61,0.0,0.27,6,[0],0
6,10,x7f86ddecf6d0,15,100.0,0.0,0.39,2,[20],0
6,10,x7f86ddecf6d0,16,-300.0,0.0,0.27,4,[17],0
6,10,x7f86ddecf6d0,17,-473.32,1.0,0.37,4,[0],2
6,10,x7f86ddecf6d0,18,766.01,2.0,0.37,8,[17],1
6,10,x7f86ddecf6d0,19,800.0,2.0,0.37,3,[0],3
6,10,x7f86ddecf6d0,20,-272.72,0.0,0.61,4,[0],4
6,10,x7f86ddecf6d0,21,-598.63,0.0,0.61,7,[0],4
6,10,x7f86ddecf6d0,22,700.0,2.0,0.39,8,[20],1
6,10,x7f86ddecf6d0,23,-421.39,1.0,0.61,7,[0],4
6,10,x7f86ddecf6d0,24,-506.74,0.0,0.27,8,[6],0
6,10,x7f86ddecf6d0,25,-547.72,0.0,0.27,7,[0],4
6,10,x7f86ddecf6d0,26,-719.11,0.0,0.37,8,[0],4
6,10,x7f86ddecf6d0,27,-246.62,0.0,0.61,4,[0],2
6,10,x7f86ddecf6d0,28,-400.0,1.0,0.39,8,[17],5
6,10,x7f86ddecf6d0,29,400.0,1.0,0.27,7,[17],5
6,10,x7f86ddecf6d0,30,-1.27,0.0,0.27,7,[6],0
6,10,x7f86ddecf6d0,31,170.73,1.0,0.27,3,[1],5
6,10,x7f86ddecf6d0,32,-402.67,0.0,0.0,6,[6],0
6,10,x7f86ddecf6d0,33,-600.0,0.0,0.27,3,[0],2
6,10,x7f86ddecf6d0,34,610.47,2.0,0.37,4,[0],2
6,10,x7f86ddecf6d0,35,-600.0,0.0,0.63,7,[6],2
6,10,x7f86ddecf6d0,36,-484.47,0.0,0.27,6,[0],0
6,10,x7f86ddecf6d0,37,111.04,1.0,0.27,3,[0],4
6,10,x7f86ddecf6d0,38,-600.0,0.0,0.63,3,[0],2
6,10,x7f86ddecf6d0,39,-602.02,0.0,0.27,8,[6],2
6,10,x7f86ddecf6d0,40,579.5,2.0,0.37,7,[6],5
6,10,x7f86ddecf6d0,41,606.7,2.0,0.27,3,[1],4
6,10,x7f86ddecf6d0,42,-400.0,0.0,0.27,3,[20],0
6,10,x7f86ddecf6d0,43,700.0,2.0,0.37,2,[20],5
6,10,x7f86ddecf6d0,44,-34.48,1.0,0.63,7,[6],2
6,10,x7f86ddecf6d0,45,55.83,0.0,0.27,3,[0],5
6,10,x7f86ddecf6d0,46,200.01,0.0,0.27,6,[20],3
6,10,x7f86ddecf6d0,47,-270.82,0.0,0.61,3,[1],4
6,10,x7f86ddecf6d0,48,-100.0,0.0,0.27,2,[20],2
6,10,x7f86ddecf6d0,49,-300.0,0.0,0.27,8,[17],1
6,10,x7f86ddecf6d0,50,195.95,0.0,0.27,7,[6],2
6,10,x7f86ddecf6d0,51,-436.66,0.0,0.27,7,[0],0
6,10,x7f86ddecf6d0,52,-400.41,0.0,0.27,7,[9],3
6,10,x7f86ddecf6d0,53,-500.67,0.0,0.27,8,[6],0
6,10,x7f86ddecf6d0,54,-151.02,0.0,0.27,8,[0],0
6,10,x7f86ddecf6d0,55,0.0,0.0,0.77,2,[18],1
6,10,x7f86ddecf6d0,56,0.0,0.0,0.61,3,[0],5
6,10,x7f86ddecf6d0,57,-535.28,0.0,0.61,7,[0],4
6,10,x7f86ddecf6d0,58,-47.63,0.0,0.27,4,[0],0
6,10,x7f86ddecf6d0,59,-586.8,1.0,0.61,8,[0],4
6,10,x7f86ddecf6d0,60,400.0,2.0,0.37,6,[2],5
6,10,x7f86ddecf6d0,61,0.0,0.0,0.27,2,[1],1
6,10,x7f86ddecf6d0,62,99.68,0.0,0.37,3,[0],1
6,10,x7f86ddecf6d0,63,189.56,0.0,0.61,7,[0],3
6,10,x7f86ddecf6d0,64,-3.45,0.0,0.37,7,[6],1
6,10,x7f86ddecf6d0,65,26.38,0.0,0.27,6,[1],5
6,10,x7f86ddecf6d0,66,-300.0,0.0,0.77,3,[17],5
6,10,x7f86ddecf6d0,67,186.83,0.0,0.61,7,[0],3
6,10,x7f86ddecf6d0,68,102.54,0.0,0.61,3,[0],1
6,10,x7f86ddecf6d0,69,-600.0,0.0,0.37,3,[0],2
6,10,x7f86ddecf6d0,70,-610.44,0.0,0.63,7,[0],4
6,10,x7f86ddecf6d0,71,637.91,2.0,0.27,4,[0],0
6,10,x7f86ddecf6d0,72,-701.45,0.0,0.63,8,[6],2
6,10,x7f86ddecf6d0,73,-566.11,0.0,0.27,8,[0],0
6,10,x7f86ddecf6d0,74,-362.09,0.0,0.61,4,[0],2
6,10,x7f86ddecf6d0,75,200.0,0.0,0.27,2,[20],0
6,10,x7f86ddecf6d0,76,900.0,2.0,0.27,8,[17],5
6,10,x7f86ddecf6d0,77,200.0,0.0,0.37,3,[0],1
6,10,x7f86ddecf6d0,78,91.66,0.0,0.61,7,[0],5
6,10,x7f86ddecf6d0,79,200.0,0.0,0.77,2,[17],2
6,10,x7f86ddecf6d0,80,96.67,0.0,0.61,7,[0],0
6,10,x7f86ddecf6d0,81,12.56,0.0,0.27,4,[0],0
6,10,x7f86ddecf6d0,82,-5.29,0.0,0.61,7,[0],5
6,10,x7f86ddecf6d0,83,22.6,0.0,0.27,8,[6],0
6,10,x7f86ddecf6d0,84,103.12,0.0,0.39,8,[20],3
6,10,x7f86ddecf6d0,85,0.0,1.0,0.61,7,[2],5
6,10,x7f86ddecf6d0,86,300.0,0.0,0.37,8,[20],0
6,10,x7f86ddecf6d0,87,215.77,0.0,0.27,8,[17],0
6,10,x7f86ddecf6d0,88,185.0,0.0,0.37,4,[0],3
6,10,x7f86ddecf6d0,89,900.0,2.0,0.37,8,[20],1
6,10,x7f86ddecf6d0,90,0.0,0.0,0.61,3,[0],2
6,10,x7f86ddecf6d0,91,100.89,0.0,0.27,8,[6],0
6,10,x7f86ddecf6d0,92,61.33,0.0,0.27,3,[0],0
6,10,x7f86ddecf6d0,93,200.0,0.0,0.63,3,[0],4
6,10,x7f86ddecf6d0,94,69.28,0.0,0.61,3,[0],5
6,10,x7f86ddecf6d0,95,144.56,0.0,0.61,7,[0],4
6,10,x7f86ddecf6d0,96,33.06,0.0,0.27,8,[0],4
6,10,x7f86ddecf6d0,97,68.04,0.0,0.27,8,[6],2
6,10,x7f86ddecf6d0,98,200.0,0.0,0.27,3,[0],1
6,10,x7f86ddecf6d0,99,0.0,0.0,0.61,3,[0],1
6,10,x7f86ddecf6d0,100,300.0,0.0,0.27,8,[17],0
6,10,x7f86ddecf6d0,101,40.7,0.0,0.61,3,[0],1
6,10,x7f86ddecf6d0,102,-275.41,0.0,0.63,8,[0],4
6,10,x7f86ddecf6d0,103,400.0,1.0,0.39,2,[20],5
6,10,x7f86ddecf6d0,104,94.71,0.0,0.61,7,[0],3
6,10,x7f86ddecf6d0,105,92.22,1.0,0.27,7,[0],0
6,10,x7f86ddecf6d0,106,189.56,0.0,0.27,7,[0],3
6,10,x7f86ddecf6d0,107,51.84,0.0,0.27,8,[0],0
6,10,x7f86ddecf6d0,108,-55.49,0.0,0.27,8,[0],0
6,10,x7f86ddecf6d0,109,-700.01,0.0,0.63,8,[6],2
6,10,x7f86ddecf6d0,110,-588.18,0.0,0.27,7,[1],0
6,10,x7f86ddecf6d0,111,-553.29,0.0,0.77,8,[17],1
6,10,x7f86ddecf6d0,112,-117.21,0.0,0.61,9,[0],4
6,10,x7f86ddecf6d0,113,590.38,2.0,0.27,8,[2],5
6,10,x7f86ddecf6d0,114,300.0,0.0,0.27,4,[17],1
6,10,x7f86ddecf6d0,115,-59.05,0.0,0.37,3,[1],0
6,10,x7f86ddecf6d0,116,203.25,0.0,0.0,7,[6],0
6,10,x7f86ddecf6d0,117,33.94,0.0,0.27,6,[0],0
6,10,x7f86ddecf6d0,118,200.0,0.0,0.27,3,[0],4
6,10,x7f86ddecf6d0,119,0.0,0.0,0.27,8,[6],0
6,10,x7f86ddecf6d0,120,148.89,1.0,0.27,7,[1],5
6,10,x7f86ddecf6d0,121,-1.45,0.0,0.27,6,[0],0
6,10,x7f86ddecf6d0,122,-64.75,0.0,0.61,8,[0],5
6,10,x7f86ddecf6d0,123,53.73,0.0,0.27,8,[0],4
6,10,x7f86ddecf6d0,124,100.0,0.0,0.27,7,[2],3
6,10,x7f86ddecf6d0,125,0.01,0.0,0.37,7,[8],3
6,10,x7f86ddecf6d0,126,-7.78,0.0,0.61,7,[0],0
6,10,x7f86ddecf6d0,127,-34.77,0.0,0.27,7,[0],0
6,10,x7f86ddecf6d0,128,300.0,0.0,0.27,8,[17],0
6,10,x7f86ddecf6d0,129,200.0,0.0,0.37,3,[0],1
6,10,x7f86ddecf6d0,130,100.0,0.0,0.63,3,[0],1
6,10,x7f86ddecf6d0,131,-500.0,0.0,0.57,8,[20],1
6,10,x7f86ddecf6d0,132,-636.91,0.0,0.63,8,[6],2
6,10,x7f86ddecf6d0,133,-300.0,0.0,0.27,8,[17],3
6,10,x7f86ddecf6d0,134,-400.0,0.0,0.37,3,[0],1
6,10,x7f86ddecf6d0,135,688.85,2.0,0.61,7,[0],4
6,10,x7f86ddecf6d0,136,13.73,0.0,0.61,7,[0],5
6,10,x7f86ddecf6d0,137,355.63,2.0,0.61,8,[2],5
6,10,x7f86ddecf6d0,138,-150.46,0.0,0.61,8,[0],4
