0,222,x7f1bd20e69b0,1,200.0,1.0,2,[5]
0,222,x7f1bd20e69b0,2,-100.0,1.0,4,[7]
0,222,x7f1bd20e69b0,3,50.0,0.0,3,[6]
0,222,x7f1bd20e69b0,4,-98.3805409376102,0.0,3,[6]
0,222,x7f1bd20e69b0,5,-250.0,0.0,2,[5]
0,222,x7f1bd20e69b0,6,-250.0000000106948,0.0,5,[8]
0,222,x7f1bd20e69b0,7,-100.0,1.0,4,[7]
0,222,x7f1bd20e69b0,8,-250.0,0.0,4,[7]
0,222,x7f1bd20e69b0,9,-100.00632098765432,0.0,3,[6]
0,222,x7f1bd20e69b0,10,-250.0,0.0,3,[6]
0,222,x7f1bd20e69b0,11,-250.0,0.0,2,[5]
0,222,x7f1bd20e69b0,12,-250.0,0.0,2,[5]
0,222,x7f1bd20e69b0,13,-250.0,0.0,2,[0]
0,222,x7f1bd20e69b0,14,-100.0,1.0,2,[4]
0,222,x7f1bd20e69b0,15,433.65442341455037,2.0,5,[7]
0,222,x7f1bd20e69b0,16,-97.16830380107378,0.0,3,[6]
0,222,x7f1bd20e69b0,17,499.99878390596416,2.0,4,[6]
0,222,x7f1bd20e69b0,18,-250.0,0.0,2,[5]
0,222,x7f1bd20e69b0,19,-250.0,0.0,2,[5]
0,222,x7f1bd20e69b0,20,-249.8668231701866,0.0,4,[0]
0,222,x7f1bd20e69b0,21,-282.3619696446606,0.0,3,[6]
0,222,x7f1bd20e69b0,22,-400.0,0.0,5,[8]
0,222,x7f1bd20e69b0,23,-249.99199441122525,0.0,4,[7]
0,222,x7f1bd20e69b0,24,-250.30938220976236,0.0,4,[7]
0,222,x7f1bd20e69b0,25,-100.0,1.0,3,[6]
0,222,x7f1bd20e69b0,26,-400.0,0.0,3,[6]
0,222,x7f1bd20e69b0,27,-279.1105579720664,0.0,4,[6]
0,222,x7f1bd20e69b0,28,200.0,1.0,2,[5]
0,222,x7f1bd20e69b0,29,-250.0,0.0,2,[5]
0,222,x7f1bd20e69b0,30,-250.0,0.0,5,[7]
0,222,x7f1bd20e69b0,31,-97.16830380107382,0.0,3,[6]
0,222,x7f1bd20e69b0,32,-100.00121609403578,0.0,3,[6]
0,222,x7f1bd20e69b0,33,-250.0,0.0,2,[5]
0,222,x7f1bd20e69b0,34,-250.0,0.0,2,[5]
0,222,x7f1bd20e69b0,35,-400.0,0.0,4,[7]
0,222,x7f1bd20e69b0,36,-700.0,1.0,7,[1]
0,222,x7f1bd20e69b0,37,-770.7550759516574,0.0,7,[1]
0,222,x7f1bd20e69b0,38,498.5512495360556,2.0,6,[0]
0,222,x7f1bd20e69b0,39,350.0,2.0,6,[0]
0,222,x7f1bd20e69b0,40,-100.0,1.0,5,[8]
0,222,x7f1bd20e69b0,41,-100.0,1.0,5,[8]
0,222,x7f1bd20e69b0,42,-400.0,0.0,5,[0]
0,222,x7f1bd20e69b0,43,-250.00121609403578,0.0,4,[7]
0,222,x7f1bd20e69b0,44,-266.59457935083475,0.0,5,[7]
0,222,x7f1bd20e69b0,45,-247.16830380107376,0.0,3,[6]
0,222,x7f1bd20e69b0,46,-400.0,0.0,3,[6]
0,222,x7f1bd20e69b0,47,-400.0,0.0,2,[5]
