6,3,x7f4208306af0,1,300.0,0.0,2,[20]
6,3,x7f4208306af0,2,100.0,0.0,2,[20]
6,3,x7f4208306af0,3,100.0,0.0,2,[20]
6,3,x7f4208306af0,4,-100.0,0.0,3,[0]
6,3,x7f4208306af0,5,-100.0,0.0,2,[17]
6,3,x7f4208306af0,6,700.0,2.0,2,[17]
6,3,x7f4208306af0,7,-100.0,0.0,2,[20]
6,3,x7f4208306af0,8,0.0,0.0,2,[20]
6,3,x7f4208306af0,9,900.0,2.0,2,[17]
6,3,x7f4208306af0,10,-100.0,0.0,2,[0]
6,3,x7f4208306af0,11,100.0,0.0,2,[20]
6,3,x7f4208306af0,12,300.0,0.0,2,[20]
6,3,x7f4208306af0,13,700.0,2.0,2,[20]
6,3,x7f4208306af0,14,300.0,0.0,2,[20]
6,3,x7f4208306af0,15,300.0,0.0,2,[17]
6,3,x7f4208306af0,16,-300.0,0.0,2,[18]
6,3,x7f4208306af0,17,300.0,0.0,2,[20]
6,3,x7f4208306af0,18,300.0,0.0,2,[20]
6,3,x7f4208306af0,19,0.0,1.0,2,[17]
