6,2,x7f811c2d9580,1,299.0,0.0,0.27,2,[17]
6,2,x7f811c2d9580,2,0.0,0.0,0.39,2,[17]
6,2,x7f811c2d9580,3,200.0,0.0,0.27,2,[17]
6,2,x7f811c2d9580,4,400.0,0.0,0.27,2,[17]
6,2,x7f811c2d9580,5,400.0,0.0,0.27,2,[17]
6,2,x7f811c2d9580,6,0.0,0.0,0.57,2,[20]
6,2,x7f811c2d9580,7,0.0,0.0,0.39,2,[17]
6,2,x7f811c2d9580,8,-100.0,0.0,0.0,3,[6]
6,2,x7f811c2d9580,9,-100.0,0.0,0.37,2,[6]
6,2,x7f811c2d9580,10,300.0,1.0,0.0,3,[6]
6,2,x7f811c2d9580,11,-499.95,0.0,0.63,5,[6]
6,2,x7f811c2d9580,12,0.0,0.0,0.57,3,[20]
6,2,x7f811c2d9580,13,-73.98,0.0,0.61,3,[0]
6,2,x7f811c2d9580,14,-100.0,0.0,0.27,7,[6]
6,2,x7f811c2d9580,15,300.0,2.0,0.37,6,[6]
6,2,x7f811c2d9580,16,-501.41,0.0,0.37,5,[6]
6,2,x7f811c2d9580,17,600.0,2.0,0.27,3,[0]
6,2,x7f811c2d9580,18,-100.0,0.0,0.39,4,[17]
6,2,x7f811c2d9580,19,-97.18,0.0,0.37,3,[0]
6,2,x7f811c2d9580,20,300.0,0.0,0.27,4,[20]
6,2,x7f811c2d9580,21,191.94,1.0,0.37,3,[0]
6,2,x7f811c2d9580,22,0.0,0.0,0.39,4,[17]
6,2,x7f811c2d9580,23,200.0,0.0,0.37,3,[0]
6,2,x7f811c2d9580,24,400.0,0.0,0.27,4,[20]
6,2,x7f811c2d9580,25,0.0,0.0,0.61,3,[0]
6,2,x7f811c2d9580,26,300.0,0.0,0.37,4,[17]
6,2,x7f811c2d9580,27,-0.0,0.0,0.37,3,[0]
6,2,x7f811c2d9580,28,100.0,1.0,0.63,3,[0]
6,2,x7f811c2d9580,29,100.0,0.0,0.37,3,[0]
6,2,x7f811c2d9580,30,-100.0,1.0,0.37,3,[0]
6,2,x7f811c2d9580,31,-400.0,0.0,0.63,3,[0]
6,2,x7f811c2d9580,32,600.02,2.0,0.27,8,[20]
6,2,x7f811c2d9580,33,800.0,2.0,0.37,4,[20]
6,2,x7f811c2d9580,34,100.0,0.0,0.37,3,[0]
6,2,x7f811c2d9580,35,100.0,1.0,0.27,7,[6]
6,2,x7f811c2d9580,36,-578.25,0.0,0.37,6,[6]
6,2,x7f811c2d9580,37,-400.0,0.0,0.39,4,[20]
6,2,x7f811c2d9580,38,278.18,2.0,0.63,7,[6]
6,2,x7f811c2d9580,39,-400.0,0.0,0.37,6,[6]
6,2,x7f811c2d9580,40,-400.0,0.0,0.39,4,[20]
6,2,x7f811c2d9580,41,0.0,0.0,0.37,7,[20]
6,2,x7f811c2d9580,42,600.0,2.0,0.61,3,[0]
6,2,x7f811c2d9580,43,-299.47,0.0,0.37,8,[17]
6,2,x7f811c2d9580,44,0.0,0.0,0.37,3,[0]
6,2,x7f811c2d9580,45,-500.22,0.0,0.63,7,[6]
6,2,x7f811c2d9580,46,-499.45,0.0,0.57,8,[20]
6,2,x7f811c2d9580,47,200.0,0.0,0.61,3,[0]
6,2,x7f811c2d9580,48,400.0,0.0,0.27,4,[17]
6,2,x7f811c2d9580,49,200.0,0.0,0.27,7,[6]
6,2,x7f811c2d9580,50,-136.42,0.0,0.37,6,[6]
6,2,x7f811c2d9580,51,0.0,0.0,0.37,5,[6]
6,2,x7f811c2d9580,52,-200.0,0.0,0.37,4,[6]
6,2,x7f811c2d9580,53,-400.0,0.0,0.37,4,[6]
6,2,x7f811c2d9580,54,-200.0,0.0,0.27,3,[0]
6,2,x7f811c2d9580,55,400.0,2.0,0.63,3,[0]
6,2,x7f811c2d9580,56,-200.0,0.0,0.61,3,[0]
6,2,x7f811c2d9580,57,800.0,2.0,0.27,4,[17]
6,2,x7f811c2d9580,58,-100.0,0.0,0.27,8,[18]
6,2,x7f811c2d9580,59,600.0,2.0,0.61,3,[0]
6,2,x7f811c2d9580,60,297.77,2.0,0.63,7,[6]
6,2,x7f811c2d9580,61,93.4,0.0,0.27,3,[0]
6,2,x7f811c2d9580,62,0.0,0.0,0.37,3,[0]
6,2,x7f811c2d9580,63,-200.02,0.0,0.37,8,[17]
6,2,x7f811c2d9580,64,100.0,0.0,0.61,3,[0]
6,2,x7f811c2d9580,65,300.0,1.0,0.61,3,[0]
6,2,x7f811c2d9580,66,0.0,0.0,0.27,4,[17]
6,2,x7f811c2d9580,67,-202.28,1.0,0.37,3,[0]
6,2,x7f811c2d9580,68,0.0,0.0,0.27,4,[17]
6,2,x7f811c2d9580,69,-400.0,1.0,0.63,7,[6]
6,2,x7f811c2d9580,70,-408.44,1.0,0.37,6,[6]
6,2,x7f811c2d9580,71,400.0,0.0,0.27,4,[17]
6,2,x7f811c2d9580,72,200.0,0.0,0.37,3,[0]
6,2,x7f811c2d9580,73,800.0,2.0,0.27,4,[17]
6,2,x7f811c2d9580,74,95.77,0.0,0.61,3,[0]
6,2,x7f811c2d9580,75,200.0,0.0,0.63,2,[1]
6,2,x7f811c2d9580,76,299.47,0.0,0.0,7,[6]
6,2,x7f811c2d9580,77,-100.14,0.0,0.27,7,[6]
6,2,x7f811c2d9580,78,-400.0,0.0,0.63,7,[6]
6,2,x7f811c2d9580,79,-500.88,0.0,0.77,7,[17]
6,2,x7f811c2d9580,80,600.0,2.0,0.61,3,[0]
6,2,x7f811c2d9580,81,-199.98,0.0,0.27,7,[20]
6,2,x7f811c2d9580,82,300.0,0.0,0.27,4,[17]
6,2,x7f811c2d9580,83,200.0,0.0,0.37,2,[1]
6,2,x7f811c2d9580,84,400.0,0.0,0.27,4,[17]
6,2,x7f811c2d9580,85,0.0,0.0,0.37,3,[0]
6,2,x7f811c2d9580,86,400.0,0.0,0.27,4,[17]
6,2,x7f811c2d9580,87,-100.48,0.0,0.63,7,[6]
6,2,x7f811c2d9580,88,200.0,0.0,0.27,3,[0]
6,2,x7f811c2d9580,89,-277.49,0.0,0.63,7,[6]
6,2,x7f811c2d9580,90,-199.23,0.0,0.77,7,[17]
6,2,x7f811c2d9580,91,0.25,0.0,0.37,3,[0]
6,2,x7f811c2d9580,92,800.0,2.0,0.27,4,[20]
6,2,x7f811c2d9580,93,400.0,0.0,0.27,3,[17]
6,2,x7f811c2d9580,94,800.0,2.0,0.27,5,[17]
6,2,x7f811c2d9580,95,0.0,0.0,0.37,3,[0]
6,2,x7f811c2d9580,96,300.0,0.0,0.27,4,[17]
6,2,x7f811c2d9580,97,100.0,0.0,0.61,3,[0]
6,2,x7f811c2d9580,98,-0.4,1.0,0.63,7,[6]
6,2,x7f811c2d9580,99,100.0,0.0,0.27,3,[0]
6,2,x7f811c2d9580,100,300.0,1.0,0.61,3,[0]
6,2,x7f811c2d9580,101,-199.99,0.0,0.63,7,[6]
