6,2,x7f811c2d9760,1,400.0,0.0,0.27,2,[17]
6,2,x7f811c2d9760,2,-200.0,0.0,0.0,2,[6]
6,2,x7f811c2d9760,3,200.0,0.0,0.0,2,[6]
6,2,x7f811c2d9760,4,500.0,1.0,0.27,3,[17]
6,2,x7f811c2d9760,5,100.0,1.0,0.0,3,[6]
6,2,x7f811c2d9760,6,-100.0,0.0,0.37,2,[6]
6,2,x7f811c2d9760,7,300.0,0.0,0.27,3,[17]
6,2,x7f811c2d9760,8,400.0,0.0,0.27,5,[17]
6,2,x7f811c2d9760,9,-400.0,0.0,0.63,5,[6]
6,2,x7f811c2d9760,10,0.0,0.0,0.27,2,[0]
6,2,x7f811c2d9760,11,-101.17,0.0,0.0,7,[6]
6,2,x7f811c2d9760,12,-304.41,0.0,0.37,3,[0]
6,2,x7f811c2d9760,13,-100.0,1.0,0.63,3,[0]
6,2,x7f811c2d9760,14,-100.0,0.0,0.0,7,[6]
6,2,x7f811c2d9760,15,-29.35,0.0,0.27,3,[0]
6,2,x7f811c2d9760,16,-500.01,0.0,0.63,7,[6]
6,2,x7f811c2d9760,17,-300.0,1.0,0.37,6,[6]
6,2,x7f811c2d9760,18,300.0,1.0,0.27,3,[0]
6,2,x7f811c2d9760,19,699.76,2.0,0.0,7,[6]
6,2,x7f811c2d9760,20,190.26,0.0,0.27,7,[6]
6,2,x7f811c2d9760,21,-238.51,0.0,0.37,6,[6]
6,2,x7f811c2d9760,22,100.0,1.0,0.37,4,[6]
6,2,x7f811c2d9760,23,-8.06,1.0,0.37,5,[6]
6,2,x7f811c2d9760,24,0.0,0.0,0.37,3,[6]
6,2,x7f811c2d9760,25,-100.0,0.0,0.39,4,[20]
6,2,x7f811c2d9760,26,300.0,0.0,0.27,4,[17]
6,2,x7f811c2d9760,27,-0.0,0.0,0.37,3,[0]
6,2,x7f811c2d9760,28,-203.19,0.0,0.63,7,[6]
6,2,x7f811c2d9760,29,-500.29,0.0,0.63,7,[6]
6,2,x7f811c2d9760,30,-500.0,0.0,0.37,6,[6]
6,2,x7f811c2d9760,31,-10.56,1.0,0.27,7,[6]
6,2,x7f811c2d9760,32,477.81,2.0,0.27,3,[0]
6,2,x7f811c2d9760,33,0.0,0.0,0.0,7,[6]
6,2,x7f811c2d9760,34,800.0,2.0,0.37,8,[20]
6,2,x7f811c2d9760,35,300.0,0.0,0.27,4,[17]
6,2,x7f811c2d9760,36,111.04,1.0,0.37,3,[0]
6,2,x7f811c2d9760,37,-400.0,0.0,0.63,3,[0]
6,2,x7f811c2d9760,38,0.0,0.0,0.27,4,[17]
6,2,x7f811c2d9760,39,-200.0,0.0,0.37,3,[0]
6,2,x7f811c2d9760,40,504.63,2.0,0.63,3,[0]
6,2,x7f811c2d9760,41,0.04,1.0,0.0,7,[6]
